Transaction Date,Department,Merchant (Beneficiary),Transaction Value (£),Purpose of expenditure,Merchant Category / Summary
31.03.2015,BROADWOOD PRIMARY,BLAKEMORE FOODSERVICE,210.3,School meals,CATERERS
31.03.2015,ST JOHNS PRIMARY,BRAKE BROS LTD,177.59,School meals,CATERERS
31.03.2015,KENTON SCHOOL,BLAKEMORE FOODSERVICE,137.48,School meals,CATERERS
31.03.2015,STOCKSFIELD AVENUE,BLAKEMORE FOODSERVICE,18.17,School meals,CATERERS
31.03.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,15.1,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.03.2015,MONKCHESTER ROAD,BLAKEMORE FOODSERVICE,49.18,School meals,CATERERS
31.03.2015,CENTRAL WALKER,BLAKEMORE FOODSERVICE,390.49,School meals,CATERERS
31.03.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,96.16,School meals,CATERERS
31.03.2015,THOMAS BEWICK,BLAKEMORE FOODSERVICE,12.82,School meals,CATERERS
31.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,83.09,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.03.2015,NEWBURN MANOR,BLAKEMORE FOODSERVICE,170.29,School meals,CATERERS
31.03.2015,CHRIST CHURCH,JR HOLLAND FOODSERVICE,8.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.03.2015,ARTHURS MOORSIDE,BRAKE BROS LTD,36.84,School meals,CATERERS
31.03.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,5.82,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.03.2015,ST CUTHBERTS KENT,BLAKEMORE FOODSERVICE,112.69,School meals,CATERERS
31.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,2.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.03.2015,LEMINGTON RIVERSIDE,BRAKE BROS LTD,91.19,School meals,CATERERS
31.03.2015,BEECH HILL,BLAKEMORE FOODSERVICE,199.67,School meals,CATERERS
31.03.2015,WEST DENTON PRIMARY,BLAKEMORE FOODSERVICE,80.86,School meals,CATERERS
31.03.2015,CIVIC CANTEEN,BLAKEMORE FOODSERVICE,42.29,School meals,CATERERS
31.03.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,1199.42,School meals,CATERERS
31.03.2015,BENFIELD SCHOOL,BLAKEMORE FOODSERVICE,25.68,School meals,CATERERS
31.03.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,15.62,School meals,CATERERS
31.03.2015,ST GEORGES RC,BLAKEMORE FOODSERVICE,49.56,School meals,CATERERS
31.03.2015,BYKER PRIMARY,BLAKEMORE FOODSERVICE,13.45,School meals,CATERERS
31.03.2015,ST JOHN VIANNEY,BLAKEMORE FOODSERVICE,250.93,School meals,CATERERS
31.03.2015,ST CUTHBERTS KENT,BLAKEMORE FOODSERVICE,10.74,School meals,CATERERS
31.03.2015,ENGLISH MARTYRS,BLAKEMORE FOODSERVICE,293.42,School meals,CATERERS
31.03.2015,GOSFORTH ACADEMY,BRAKE BROS LTD,309.84,School meals,CATERERS
31.03.2015,ST ALBANS RC,BLAKEMORE FOODSERVICE,86.86,School meals,CATERERS
31.03.2015,KENTON SCHOOL,SMART FOOD UK LIMITED,500.28,School meals,CATERERS
31.03.2015,BYKER PRIMARY,BLAKEMORE FOODSERVICE,115.09,School meals,CATERERS
31.03.2015,ST MARKS RC,BLAKEMORE FOODSERVICE,124.29,School meals,CATERERS
31.03.2015,BENFIELD SCHOOL,BLAKEMORE FOODSERVICE,236.02,School meals,CATERERS
31.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,7.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.03.2015,GRANGE FIRST SCHOOL,BRAKE BROS LTD,224.86,School meals,CATERERS
31.03.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,94.15,School meals,CATERERS
31.03.2015,ST MICHAELS RC,BRAKE BROS LTD,70.73,School meals,CATERERS
31.03.2015,ST LAWRENCES RC,BLAKEMORE FOODSERVICE,77.53,School meals,CATERERS
31.03.2015,WAVERLEY PRIMARY,BLAKEMORE FOODSERVICE,208.93,School meals,CATERERS
31.03.2015,CONNIE LEWCOCK,BLAKEMORE FOODSERVICE,433.33,School meals,CATERERS
31.03.2015,ST BEDES RC,BRAKE BROS LTD,86.56,School meals,CATERERS
31.03.2015,ST CUTHBERTS KENT,BLAKEMORE FOODSERVICE,25.65,School meals,CATERERS
31.03.2015, BRIDGEWATER,BLAKEMORE FOODSERVICE,50.06,School meals,CATERERS
31.03.2015,LEMINGTON RIVERSIDE,BLAKEMORE FOODSERVICE,68.44,School meals,CATERERS
31.03.2015,FARNE PRIMARY,BLAKEMORE FOODSERVICE,25.93,School meals,CATERERS
31.03.2015,ST ALBANS RC,BLAKEMORE FOODSERVICE,132.77,School meals,CATERERS
31.03.2015,WALKERGATE PRIMARY,BLAKEMORE FOODSERVICE,425.74,School meals,CATERERS
31.03.2015,ST CUTHBERTS WALB,BLAKEMORE FOODSERVICE,6.47,School meals,CATERERS
31.03.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,36.76,School meals,CATERERS
31.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,12.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.03.2015,MOUNTFIELD PRIMARY,BLAKEMORE FOODSERVICE,146.08,School meals,CATERERS
31.03.2015,NEWBURN MANOR,BLAKEMORE FOODSERVICE,14.58,School meals,CATERERS
31.03.2015,ARCHIBOLD FIRST,BRAKE BROS LTD,191.03,School meals,CATERERS
31.03.2015,SIR CHARLES PARSONS,BLAKEMORE FOODSERVICE,217.08,School meals,CATERERS
31.03.2015,ST CUTHBERTS WALB,BRAKE BROS LTD,40.27,School meals,CATERERS
31.03.2015,WEST WALKER,BLAKEMORE FOODSERVICE,2.11,School meals,CATERERS
31.03.2015,TYNEVIEW PRIMARY,BLAKEMORE FOODSERVICE,304.12,School meals,CATERERS
31.03.2015,CHRIST CHURCH,BRAKE BROS LTD,163.68,School meals,CATERERS
31.03.2015,BEECH HILL,BRAKE BROS LTD,131.43,School meals,CATERERS
31.03.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,257.45,School meals,CATERERS
31.03.2015,STOCKSFIELD AVENUE,BLAKEMORE FOODSERVICE,78.39,School meals,CATERERS
31.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,44.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.03.2015, BRIDGEWATER,BLAKEMORE FOODSERVICE,246.33,School meals,CATERERS
31.03.2015,MONKCHESTER ROAD,BLAKEMORE FOODSERVICE,99.22,School meals,CATERERS
31.03.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,8.5,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.03.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,11.86,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.03.2015,WALBOTTLE VILLAGE,BRAKE BROS LTD,82.13,School meals,CATERERS
31.03.2015,RAVENSWOOD PRIMARY,BRAKE BROS LTD,188.94,School meals,CATERERS
31.03.2015,BYKER LODGE,BLAKEMORE FOODSERVICE,445.97,School meals,CATERERS
31.03.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,336.16,School meals,CATERERS
31.03.2015,CONNIE LEWCOCK,BRAKE BROS LTD,63.89,School meals,CATERERS
31.03.2015,KNOPLAW PRIMARY,BLAKEMORE FOODSERVICE,235.5,School meals,CATERERS
31.03.2015,WALKER TECHNOLOGY,BLAKEMORE FOODSERVICE,1692.69,School meals,CATERERS
31.03.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,277.6,School meals,CATERERS
31.03.2015,SOUTH GOSFORTH,BRAKE BROS LTD,99.49,School meals,CATERERS
31.03.2015,KENTON BAR,BLAKEMORE FOODSERVICE,208.43,School meals,CATERERS
31.03.2015,GOSFORTH ACADEMY,BLAKEMORE FOODSERVICE,113.28,School meals,CATERERS
31.03.2015,THOMAS BEWICK,BLAKEMORE FOODSERVICE,98.45,School meals,CATERERS
31.03.2015,ST CUTHBERTS KENT,BRAKE BROS LTD,292.67,School meals,CATERERS
31.03.2015,ST JOHN VIANNEY,BLAKEMORE FOODSERVICE,2.43,School meals,CATERERS
31.03.2015,NORTH FAWDON,BLAKEMORE FOODSERVICE,149.68,School meals,CATERERS
31.03.2015, BRIDGEWATER,BLAKEMORE FOODSERVICE,15.18,School meals,CATERERS
31.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,41.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.03.2015,LINHOPE PRU,BLAKEMORE FOODSERVICE,89.46,School meals,CATERERS
31.03.2015,TYNEVIEW PRIMARY,BLAKEMORE FOODSERVICE,11.87,School meals,CATERERS
31.03.2015,WEST WALKER,BLAKEMORE FOODSERVICE,172.92,School meals,CATERERS
31.03.2015,ST BEDES RC,BLAKEMORE FOODSERVICE,157.69,School meals,CATERERS
31.03.2015,ST GEORGES RC,BRAKE BROS LTD,77.49,School meals,CATERERS
31.03.2015,GOSFORTH ACADEMY,SMART FOOD UK LIMITED,341.2,School meals,CATERERS
31.03.2015,KENTON BAR,BRAKE BROS LTD,419.96,School meals,CATERERS
31.03.2015,WEST DENTON PRIMARY,BRAKE BROS LTD,106.74,School meals,CATERERS
31.03.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,125.13,School meals,CATERERS
31.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.03.2015,ST LAWRENCES RC,BLAKEMORE FOODSERVICE,32.65,School meals,CATERERS
31.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,1.29,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.03.2015,WEST JESMOND,BRAKE BROS LTD,264.33,School meals,CATERERS
31.03.2015,FARNE PRIMARY,BLAKEMORE FOODSERVICE,188.92,School meals,CATERERS
31.03.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,231.99,School meals,CATERERS
31.03.2015,ST JOHN VIANNEY,BRAKE BROS LTD,227,School meals,CATERERS
30.03.2015,SIMONSIDE COMMUNITY,BRAKE BROS LTD,66.34,School meals,CATERERS
30.03.2015,ST JOHN VIANNEY,BRAKE BROS LTD,33.17,School meals,CATERERS
30.03.2015,ST CUTHBERTS WALB,BRAKE BROS LTD,33.17,School meals,CATERERS
30.03.2015,WALBOTTLE CAMPUS,BRAKE BROS LTD,307.25,School meals,CATERERS
30.03.2015,WEST WALKER,JR HOLLAND FOODSERVICE,22.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
30.03.2015,LEMINGTON RIVERSIDE,BRAKE BROS LTD,71.33,School meals,CATERERS
30.03.2015,ST JOSEPHS RC,BRAKE BROS LTD,198.91,School meals,CATERERS
30.03.2015,NEWBURN MANOR,BRAKE BROS LTD,100.8,School meals,CATERERS
30.03.2015,SOUTH GOSFORTH,BRAKE BROS LTD,70.79,School meals,CATERERS
30.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,34.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
30.03.2015,REGENT FARM FIRST,BRAKE BROS LTD,116.79,School meals,CATERERS
30.03.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,5.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
30.03.2015,ST GEORGES RC,BRAKE BROS LTD,33.53,School meals,CATERERS
30.03.2015,ARTHURS MOORSIDE,BRAKE BROS LTD,123.05,School meals,CATERERS
30.03.2015,WESTGATE VICTORIA,BRAKE BROS LTD,278.84,School meals,CATERERS
30.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,59.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
30.03.2015,TYNEVIEW PRIMARY,JR HOLLAND FOODSERVICE,48.72,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
30.03.2015,WELBECK PRIMARY,JR HOLLAND FOODSERVICE,74.3,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
30.03.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,31.74,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
30.03.2015,ARCHIBOLD FIRST,BRAKE BROS LTD,114.34,School meals,CATERERS
30.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
30.03.2015,BEECH HILL,BRAKE BROS LTD,162.63,School meals,CATERERS
30.03.2015,STOCKSFIELD AVENUE,BRAKE BROS LTD,270.62,School meals,CATERERS
30.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,48.34,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
30.03.2015,KINGSTON PARK,BRAKE BROS LTD,170,School meals,CATERERS
30.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,21.98,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
30.03.2015,RAVENSWOOD PRIMARY,BRAKE BROS LTD,154.37,School meals,CATERERS
30.03.2015,ST ALBANS RC,JR HOLLAND FOODSERVICE,18.03,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
30.03.2015,ST BEDES RC,BRAKE BROS LTD,111.55,School meals,CATERERS
30.03.2015, BRIDGEWATER,BRAKE BROS LTD,453.88,School meals,CATERERS
30.03.2015,HADRIAN SCHOOL,BRAKE BROS LTD,126.77,School meals,CATERERS
30.03.2015,GOSFORTH PARK,BRAKE BROS LTD,472.39,School meals,CATERERS
30.03.2015,ST CHARLES' RC,BRAKE BROS LTD,39.66,School meals,CATERERS
30.03.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,197.38,School meals,CATERERS
30.03.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,80.38,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
30.03.2015,WEST JESMOND,BRAKE BROS LTD,215.78,School meals,CATERERS
30.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
30.03.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,96.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
30.03.2015,ST MARKS RC,BRAKE BROS LTD,30.3,School meals,CATERERS
30.03.2015,WALBOTTLE VILLAGE,BRAKE BROS LTD,61.73,School meals,CATERERS
30.03.2015,DINNINGTON FIRST,BRAKE BROS LTD,202.57,School meals,CATERERS
30.03.2015,WEST DENTON PRIMARY,BRAKE BROS LTD,118.27,School meals,CATERERS
30.03.2015,WAVERLEY PRIMARY,BRAKE BROS LTD,120.93,School meals,CATERERS
30.03.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,58.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,BENFIELD SCHOOL,ON A ROLL SANDWICH COM,366.25,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
27.03.2015,BROADWOOD PRIMARY,BRAKE BROS LTD,207.76,School meals,CATERERS
27.03.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,118.65,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ST TERESAS,BRAKE BROS LTD,94.06,School meals,CATERERS
27.03.2015,RAVENSWOOD PRIMARY,JR HOLLAND FOODSERVICE,169.21,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,HOTSPUR PRIMARY,JR HOLLAND FOODSERVICE,133.97,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,TRINITY OAKFIELD,BRAKE BROS LTD,74.79,School meals,CATERERS
27.03.2015,ST CUTHBERTS HIGH,JR HOLLAND FOODSERVICE,109.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ARCHBISHOP RUNCIE,JR HOLLAND FOODSERVICE,79.29,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,GOSFORTH PARK,JR HOLLAND FOODSERVICE,174.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,NEWBURN MANOR,JR HOLLAND FOODSERVICE,74.18,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,GRANGE FIRST SCHOOL,JR HOLLAND FOODSERVICE,51.31,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ST JOSEPHS RC,JR HOLLAND FOODSERVICE,74.78,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,116.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,WYNDHAM PRIMARY,BRAKE BROS LTD,128.12,School meals,CATERERS
27.03.2015,WYNDHAM PRIMARY,JR HOLLAND FOODSERVICE,2.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,FARNE PRIMARY,BRAKE BROS LTD,149.46,School meals,CATERERS
27.03.2015,KINGSTON PARK,JR HOLLAND FOODSERVICE,114.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,TRINITY OAKFIELD,ON A ROLL SANDWICH COM,87.1,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
27.03.2015,HILTON PRIMARY,BRAKE BROS LTD,373.67,School meals,CATERERS
27.03.2015,STOCKSFIELD AVENUE,JR HOLLAND FOODSERVICE,3.29,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,REGENT FARM FIRST,JR HOLLAND FOODSERVICE,130.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,DINNINGTON FIRST,JR HOLLAND FOODSERVICE,73.14,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,HAWTHORN PRIMARY,BRAKE BROS LTD,344.47,School meals,CATERERS
27.03.2015,ST MARYS CATHOLIC,ON A ROLL SANDWICH COM,410.71,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
27.03.2015,ST CUTHBERTS KENT,JR HOLLAND FOODSERVICE,77.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ST OSWALDS,BRAKE BROS LTD,160.71,School meals,CATERERS
27.03.2015,WALKER TECHNOLOGY,ON A ROLL SANDWICH COM,490.74,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
27.03.2015,WEST DENTON PRIMARY,JR HOLLAND FOODSERVICE,82.38,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ST CATHERINES,JR HOLLAND FOODSERVICE,96.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ENGLISH MARTYRS,JR HOLLAND FOODSERVICE,62.12,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ST OSWALDS,JR HOLLAND FOODSERVICE,80.46,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,CANNING STREET,BRAKE BROS LTD,170.73,School meals,CATERERS
27.03.2015,CHRIST CHURCH,JR HOLLAND FOODSERVICE,6.18,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ST PAULS CE,JR HOLLAND FOODSERVICE,96.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,WYNDHAM PRIMARY,JR HOLLAND FOODSERVICE,57.65,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,HILTON PRIMARY,JR HOLLAND FOODSERVICE,159.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ST MICHAELS RC,BRAKE BROS LTD,154.23,School meals,CATERERS
27.03.2015,BYKER PRIMARY,BRAKE BROS LTD,369.74,School meals,CATERERS
27.03.2015, BRIDGEWATER,JR HOLLAND FOODSERVICE,119.89,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,OUR LADY & ST ANNES,JR HOLLAND FOODSERVICE,61.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,MOUNTFIELD PRIMARY,JR HOLLAND FOODSERVICE,75.12,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,WELBECK PRIMARY,BRAKE BROS LTD,219.1,School meals,CATERERS
27.03.2015,ST MICHAELS RC,JR HOLLAND FOODSERVICE,0.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,CHRIST CHURCH,JR HOLLAND FOODSERVICE,46.99,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,BEECH HILL,JR HOLLAND FOODSERVICE,156.78,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,WALKER TECHNOLOGY,BRAKE BROS LTD,259.76,School meals,CATERERS
27.03.2015,LINHOPE PRU,BRAKE BROS LTD,95.78,School meals,CATERERS
27.03.2015,SIMONSIDE COMMUNITY,JR HOLLAND FOODSERVICE,66.68,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ST MARKS RC,BRAKE BROS LTD,97.38,School meals,CATERERS
27.03.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,35.09,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,SIR CHARLES PARSONS,BRAKE BROS LTD,156.76,School meals,CATERERS
27.03.2015,ST MICHAELS RC,JR HOLLAND FOODSERVICE,42.59,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,CHEVIOT PRIMARY,JR HOLLAND FOODSERVICE,57.95,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ST MARYS CATHOLIC,BRAKE BROS LTD,236.77,School meals,CATERERS
27.03.2015,MOUNTFIELD PRIMARY,BRAKE BROS LTD,83.12,School meals,CATERERS
27.03.2015,WALBOTTLE CAMPUS,ON A ROLL SANDWICH COM,509.68,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
27.03.2015,MILECASTLE PRIMARY,BRAKE BROS LTD,216.54,School meals,CATERERS
27.03.2015,TRINITY DENEVIEW,JR HOLLAND FOODSERVICE,50.06,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,92.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,THOMAS BEWICK,JR HOLLAND FOODSERVICE,48.5,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ST CHARLES' RC,JR HOLLAND FOODSERVICE,83.97,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,SOUTH GOSFORTH,JR HOLLAND FOODSERVICE,115.26,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,CIVIC BANQUETING,BRAKE BROS LTD,389.06,School meals,CATERERS
27.03.2015,ARCHIBOLD FIRST,JR HOLLAND FOODSERVICE,97.78,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,WALKERGATE PRIMARY,BRAKE BROS LTD,303.89,School meals,CATERERS
27.03.2015,SACRED HEART HIGH,ON A ROLL SANDWICH COM,427.94,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
27.03.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,103.86,School meals,CATERERS
27.03.2015,ST BEDES RC,JR HOLLAND FOODSERVICE,74.29,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,CANNING STREET,JR HOLLAND FOODSERVICE,157.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ST CUTHBERTS HIGH,ON A ROLL SANDWICH COM,122.08,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
27.03.2015,ARTHURS MOORSIDE,JR HOLLAND FOODSERVICE,109.12,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,GOSFORTH JUNIOR,ON A ROLL SANDWICH COM,243.89,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
27.03.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,9.26,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,25.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,WAVERLEY PRIMARY,JR HOLLAND FOODSERVICE,107.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,NORTH FAWDON,BRAKE BROS LTD,313.39,School meals,CATERERS
27.03.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,50.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ST VINCENTS RC,JR HOLLAND FOODSERVICE,41.27,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,SACRED HEART PRI,BRAKE BROS LTD,190.95,School meals,CATERERS
27.03.2015,ENGLISH MARTYRS,BRAKE BROS LTD,442.52,School meals,CATERERS
27.03.2015,ST CUTHBERTS WALB,JR HOLLAND FOODSERVICE,63.62,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,KNOPLAW PRIMARY,BRAKE BROS LTD,231.52,School meals,CATERERS
27.03.2015,LINHOPE PRU,JR HOLLAND FOODSERVICE,45.56,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,WALBOTTLE CAMPUS,JR HOLLAND FOODSERVICE,135.57,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,TRINITY OAKFIELD,JR HOLLAND FOODSERVICE,34.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ST LAWRENCES RC,BRAKE BROS LTD,51.33,School meals,CATERERS
27.03.2015,WEST JESMOND,JR HOLLAND FOODSERVICE,219.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,OUR LADY & ST ANNES,BRAKE BROS LTD,228.28,School meals,CATERERS
27.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,58.56,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,CRAGSIDE PRIMARY,BRAKE BROS LTD,340.42,School meals,CATERERS
27.03.2015,WALKERGATE PRIMARY,JR HOLLAND FOODSERVICE,227.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,KENTON SCHOOL,ON A ROLL SANDWICH COM,165,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
27.03.2015,HADRIAN SCHOOL,JR HOLLAND FOODSERVICE,71.42,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,ST JOHNS PRIMARY,JR HOLLAND FOODSERVICE,72.58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,33.85,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,12.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.03.2015,FARNE PRIMARY,JR HOLLAND FOODSERVICE,60.7,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
