Property Reference,Property Description,Rateable Value,Account Name,Liability Start,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post Code,Empty Date,Exemption Code
14968016510048,OFFICES AND PREMISES,"£9,900",Tiger Granville Road Ltd,17/09/2012,Unit 5,First Floor,165 Granville Road,London,,NW2 2LD,17/09/2012,NONE
14968016510067,OFFICES AND PREMISES,"£10,250",Tiger Granville Road Ltd,17/09/2012,Unit 7,Second Floor,165 Granville Road,London,,NW2 2LD,17/09/2012,NONE
02200026710005,OFFICES AND PREMISES,"£4,350",Dimpex Holdings Ltd,23/09/2012,Room 5 1st Floor,267 Ballards Lane,London,,,N12 8NR,23/09/2012,NONE
09860012630059,OFFICES AND PREMISES,"£30,750",Colindale Business Centre Ltd,01/02/2013,1st Fl Building 4 Presta Business Centre,Colindale Avenue,London,,,NW9 5HU,28/12/2012,NONE
39040001200009,SHOP AND PREMISES,"£15,500",Mr A Xing,06/06/2013,12 Sentinel Square,London,,,,NW4 2EL,01/01/2013,NONE
1496801651000B,OFFICES AND PREMISES,"£18,500",Tiger Granville Road Limited,27/09/2015,Unit 2,Second Floor,165 Granville Road,London,,NW2 2LD,09/04/2013,NONE
22400074110053,OFFICES AND PREMISES,"£161,000",Sansprine Ltd,03/05/2013,Pt 2nd Floor,Balfour House,741 High Road,London,,N12 0BP,03/05/2013,NONE
28540004700016,SHOP AND PREMISES,"£16,000",Mrs J S Bahia,24/05/2013,47 The Market Place Falloden Way,London,,,,NW11 6JT,24/05/2013,NONE
02460050920006,STABLES AND PREMISES,"£29,000",Ms Mandy Hall,01/04/2016,Stables R/o Arkley House,Barnet Road,Barnet,Hertfordshire,,EN5 3JT,24/06/2013,NONE
290400355A0006,KENNELS AND PREMISES,"£20,750",Mr L Varsani,01/07/2013,Cottage Farm Kennels,Mays Lane,Barnet,Hertfordshire,,EN5 2AQ,01/07/2013,NONE
11080008010009,COMMUNITY CENTRE AND PREMISES,"£6,300",London Borough Of Barnet Property And Valuation Dept,01/08/2013,Ground Floor Left Etz,80 Daws Lane,London,,,NW7 4SL,01/08/2013,NONE
11080008010013,TRAINING CENTRE AND PREMISES,"£14,750",London Borough Of Barnet Property And Valuation Dept,01/08/2013,Ground Floor Right,80 Daws Lane,London,,,NW7 4SL,01/08/2013,NONE
28540002100014,SHOP AND PREMISES,"£16,500",Micky Tiroche Fine Arts Ltd,01/10/2002,21 The Market Place Falloden Way,London,,,,NW11 6JY,01/08/2013,NONE
11040001110095,OFFICES AND PREMISES,"£43,250",Centre East Properties Ltd,06/01/2017,Suite 6,Britannia Business Centre,Cricklewood Lane,London,,NW2 1EZ,29/08/2013,NONE
11040001110131,OFFICES OFFICE AND PREMISES,"£27,250",Centre East Properties Ltd,06/01/2017,Suite 2-3 Britannia Bus Centre 11-13,Cricklewood Lane,London,,,NW2 1ET,14/09/2013,NONE
36360022820002,SHOP AND PREMISES,"£16,250",Mrs M P Brody,08/11/2013,T/a Axco Prop. M. Brody,228 Regents Park Road,London,,,N3 3HP,08/11/2013,NONE
20520010010015,SHOP AND PREMISES,"£14,250",Belima Ltd,03/02/2012,100 Hamilton Road,London,,,,NW11 9DY,01/12/2013,NONE
0030000081000A,PUBLIC HOUSE AND PREMISES,"£61,500",St George Central London Ltd,17/01/2014,The Dovecote,Aerodrome Road,London,,,NW9 5GW,17/01/2014,NONE
11800002500005,OFFICES AND PREMISES,"£15,000",Grant & Boyd Limited,01/10/2014,Rear of,25 Daws Lane,London,,,NW7 4SD,20/01/2014,NONE
31620003600033,CAFE AND PREMISES,"£9,900",Japan Foods Limited,18/03/2016,36 North End Road,London,,,,NW11 7PT,25/01/2014,NONE
16100000100003,OFFICES AND PREMISES,"£3,500",Leonardo Development Enterpsises Limited,01/04/2015,1 Florence Street,London,,,,NW4 1QG,28/03/2014,NONE
12820000213169,OFFICES AND PREMISES,"£3,300",Finchley Developments C&g Ltd,01/04/2014,Room 316 3rd Fl 2,Dollis Park,,,,N3 1HG,01/04/2014,NONE
36360024820009,PUBLIC HOUSE AND PREMISES,"£23,250",ZKZ Properties Limited,01/10/2013,Queens Head,248 Regents Park Road,London,,,N3 3HN,03/04/2014,NONE
32600000010522,OFFICES AND PREMISES,"£2,900",Comer (new Southgate) No 1 Limited,17/12/2014,Room 217 1st Flr Building 3,North London Business Park,Oakleigh Road South,London,,N11 1GN,09/04/2014,NONE
32600000011099,OFFICES AND PREMISES,"£10,500",Comer (new Southgate) No 1 Limited,17/12/2014,Room 243 1st Flr Building 3,North London Business Park,Oakleigh Road South,London,,N11 1GN,09/04/2014,NONE
32600000011417,OFFICES AND PREMISES,"£17,000",Comer (new Southgate) No 1 Limited,17/12/2014,Room 336 2nd Flr Building 3,North London Business Centre,Oakleigh Road South,London,,N11 1GN,09/04/2014,NONE
25660090120007,SCHOOL AND PREMISES,"£70,500",London Borough Of Barnet Property and Valuation Department,11/04/2014,The Orion Primary School,Lanacre Avenue,London,,,NW9 5FN,28/04/2014,NONE
3904000130000A,SHOP AND PREMISES,"£14,750",Havendish Associates Limited,15/09/2014,13 Sentinel Square,London,,,,NW4 2EL,21/06/2014,NONE
11800002710028,STORE AND PREMISES,"£20,000",Grant & Boyd Limited,20/09/2014,R/o,27-29 Daws Lane,London,,,NW7 4SD,07/07/2014,NONE
18180029620035,OFFICES AND PREMISES,"£31,250",HCA International Ltd,26/07/2016,Gnd Fl Frnt,296 Golders Green Road,London,,,NW11 9PY,25/07/2014,NONE
339000005A0018,OFFICES AND PREMISES,"£6,800",Leonardo Development Enterprises Limited,01/04/2015,Elm House,Parson Street,London,,,NW4 1QD,01/08/2014,NONE
1854000071014A,OFFICES AND PREMISES,"£3,050",Summercourt Holdings Ltd,15/08/2014,Office 10,2nd Flr,7 Grand Arcade,London,,N12 0EH,15/08/2014,NONE
18540000710009,OFFICES AND PREMISES,"£3,800",Summercourt Holdings Limited,15/08/2014,Office 1,2nd Flr,7 Grand Arcade,London,,N12 0EH,15/08/2014,NONE
18540000710117,OFFICES AND PREMISES,"£4,650",Summercourt Holdings Ltd,15/08/2014,Office 8,2nd Flr,7 Grand Arcade,London,,N12 0EH,15/08/2014,NONE
18540000710085,OFFICES AND PREMISES,"£5,400",Summercourt Holdings Ltd,15/08/2014,Office 5,2nd Flr,7 Grand Arcade,London,,N12 0EH,15/08/2014,NONE
18540000710121,OFFICES AND PREMISES,"£9,000",Summercourt Holdings Ltd,15/08/2014,Management Office,2nd Flr,7 Grand Arcade,London,,N12 0EH,15/08/2014,NONE
22460005610071,OFFICES AND PREMISES,"£33,500",E-Voyages Ltd,01/08/2014,6th F Elizabeth House 56-58,High Street,Edgware,Middlesex,,HA8 7ER,19/08/2014,NONE
22440017100008,OFFICES AND PREMISES,"£8,400",Mr I Polus & Mr Michael Alan Polus,01/04/2000,171 High Street,Barnet,,,,EN5 5SU,20/08/2014,NONE
2184009072000A,POLICE STATION AND PREMISES,"£58,000",Secretary of State Transport Highways Agency,24/08/2014,New Scratchwood Police Post,Hendon Urban Motorway,London,,,NW7 3JA,24/08/2014,NONE
45420000010134,OFFICES AND PREMISES,"£5,800",The Tannen Group Limited,10/10/2017,2nd Flr Left Front,Sutherland House,West Hendon Broadway,London,,NW9 7BT,01/10/2014,NONE
30380090120003,PUBLIC HOUSE AND PREMISES,"£7,600",Prestige Property Developer UK Limited,15/07/2014,The Jester,Mount Pleasant,Barnet,,,EN4 9HG,02/10/2014,NONE
0630009011001B,OFFICES AND PREMISES,"£10,000",B. Properties Limited,21/11/2014,Unit 1 Breasy Place,Burroughs Gardens,London,,,NW4 4AT,21/11/2014,NONE
2450309111003A,OFFICES AND PREMISES,"£16,500",Executive Investments Ltd,11/12/2014,Wines & Spirits Pt 9th Fl Hyde House,The Hyde,London,,,NW9 6LH,11/12/2014,NONE
06080012010121,OFFICES AND PREMISES,"£3,550",Churchill House Management Ltd,01/01/2015,1st Floor Suite 209,Lyndhurst House,120 Bunns Lane,London,,NW7 2AR,01/01/2015,NONE
01485002100009,SHOP AND PREMISES,"£20,000",Dr Li Hong Sen,01/11/2014,21 Boulevard Drive,London,,,,NW9 5JH,28/01/2015,NONE
02200026710077,OFFICES AND PREMISES,"£6,600",Dimpex Holdings Ltd,03/02/2015,Room 7 1st Floor,267 Ballards Lane,London,,,N12 8NR,03/02/2015,NONE
34020000110028,VEHICLE REPAIR WORKSHOP AND PREMISES,"£36,750",Childs Hill Developments Limited,12/02/2018,1a Pattison Road,London,,,,NW2 2HL,16/02/2015,NONE
41581000100016,SHOP AND PREMISES,"£8,700",Ms Micheline Kramer,28/02/2015,1 Sunny Gardens Parade,London,,,,NW4 1JA,25/02/2015,NONE
40960000110034,OFFICES AND PREMISES,"£11,250",Basil Gorden Investments Limited,27/02/2015,Part Gnd Fl,1-6 Station Road,London,,,NW7 2JU,27/02/2015,NONE
301000002M0026,OFFICES AND PREMISES,"£6,100",Standard Life Trustee Company Limited,22/04/2015,Suite 2 Gnd Flr,Ashdon House,Moon Lane,Barnet,Herts,EN5 5YL,05/03/2015,NONE
45420020300017,SHOP AND PREMISES,"£11,750",London Borough Of Barnet Property and Valuation Department,31/05/2017,203 The Broadway,London,,,,NW9 7DE,10/03/2015,NONE
12820000213436,OFFICES AND PREMISES,"£19,750",Beltec Ltd,01/04/2009,Room 343 3rd Fl 2,Dollis Park,,,,N3 1HG,23/03/2015,NONE
09940009500019,SHOP AND PREMISES,"£11,250",Mr Pankaj Patel,01/10/2014,95 Colney Hatch Lane,London,,,,N10 1LR,25/03/2015,NONE
17541000600009,RESTAURANT AND PREMISES,"£182,000",BNP Paribas Securities Services Trust Company Ltd ,25/03/2015,Unit 6 Staples Corner Retail Park,Geron Way,London,,,NW2 6LD,25/03/2015,NONE
1180000250001A,SHOP AND PREMISES,"£14,250",Grant & Boyd Limited,01/04/2015,Therapies For Life,25 Daws Lane,London,,,NW7 4SD,01/04/2015,NONE
19020091220005,STADIUM AND PREMISES,"£23,500",Secretary Of State For Communities And L,16/12/2015,Football Ground Underhill,Great North Road,Barnet,Hertfordshire,,EN5 1AD,01/04/2015,NONE
16800003010061,OFFICES AND PREMISES,"£34,250",Dynamic People Ltd,01/04/2015,Unit 1 At,30-32 Friern Park,London,,,N12 9DA,01/04/2015,NONE
05160008100016,SHOP AND PREMISES,"£21,250",Mhill Limited T/A BAW Pan Asian Cafe,26/10/2016,81 The Broadway,London,,,,NW7 3BU,17/04/2015,NONE
11800002700011,SHOP AND PREMISES,"£10,750",Grant & Boyd Limited,20/04/2015,27 Daws Lane,London,,,,NW7 4SD,20/04/2015,NONE
1582100001004B,OFFICES AND PREMISES,"£4,350",Mr Eliash Figa,23/04/2015,R/o,3 Ashbourne Parade,Finchley Road,London,,NW11 0AD,23/04/2015,NONE
2450309111001B,OFFICES AND PREMISES,"£14,500",David Charles Property Consultants Ltd,29/04/2015,Gates Freedman Pt 9th Fl Hyde Hse,The Hyde,London,,,NW9 6LH,29/04/2015,NONE
36360026210027,OFFICES AND PREMISES,"£4,650",Hadari Investments Limited,27/04/2017,2nd Flr,262 Regents Park Road,London,,,N3 3HN,30/04/2015,NONE
36360026210012,SHOP AND PREMISES,"£17,250",Hadari Investments Limited,27/04/2017,262 Regents Park Road,London,,,,N3 3HN,30/04/2015,NONE
10000001400004,SHOP AND PREMISES,"£5,900",London Borough Of Barnet Property and Valuation Department,01/05/2015,14 The Concourse,London,,,,NW9 5XA,01/05/2015,NONE
44760000200018,SHOP AND PREMISES,"£18,750",Odessa Ltd,16/04/2015,2 Watford Way,London,,,,NW4 3AD,01/05/2015,NONE
13380012700012,SHOP AND PREMISES,"£14,750",Capstan Security Limited,10/05/2015,127 East Barnet Road,Barnet,Hertfordshire,,,EN4 8RF,10/05/2015,NONE
1180000241001B,HALL AND PREMISES,"£9,000",London Borough Of Barnet Property and Valuation Department,14/05/2015,Sea Cadet Training Centre Mill Hill,Park Daws Lane,London,,,NW7 4SL,14/05/2015,NONE
40862000320001,SHOP AND PREMISES,"£43,500",London Bus Services Limited,24/06/2015,Units 3-4 Edgware Station Forecourt,Station Road,Edgware,Middlesex,,HA8 7AA,27/05/2015,NONE
36360022400005,RESTAURANT AND PREMISES,"£14,000",Mr Mohammed Feroze Bakht,01/07/2015,224-226 Regents Park Road,London,,,,N3 1DE,01/07/2015,NONE
45420023010025,WORKSHOP AND PREMISES,"£7,900",Sattari UK Limited,06/07/2015,230b The Broadway,London,,,,NW9 6AE,06/07/2015,NONE
22440018910039,OFFICES AND PREMISES,"£9,400",Mr S O'Neill,06/07/2015,Gnd Fl,189-191 High Street,Barnet,Hertfordshire,,EN5 5SU,06/07/2015,NONE
00280001000002,OFFICES AND PREMISES,"£9,100",Mr Narenda & Mrs Kusum Gajjar,19/08/2015,First Floor,10 Adrian Avenue,London,,,NW2 1LX,20/07/2015,NONE
28540004010011,SHOP AND PREMISES,"£38,750",Emera Ltd T/A The Rose Supermarket,19/08/2015,40-42 The Market Place Falloden Way,London,,,,NW11 6JP,23/07/2015,NONE
31620009620002,ADULT EDUCATION CENTRE,"£87,000",Alpha Plus Group Limited,31/07/2015,Ivy House,94-96 North End Road,London,,,NW11 7SX,31/07/2015,NONE
0460001372033A,BUSINESS UNIT AND PREMISES,"£5,700",Churchill House Management Ltd,06/12/2014,Suite 33 Churchill Hse Business Cntr,137 Brent Street,London,,,NW4 4DJ,19/08/2015,NONE
40860015810035,PUBLIC HOUSE AND PREMISES,"£13,750",London Underground Limited,30/09/2015,Sky Lounge,1st Floor,158A Station Road,Edgware,Middlesex,HA8 7AW,19/08/2015,NONE
22400080300005,SHOP AND PREMISES,"£24,500",Mr Stephen Panteella,04/02/2016,803 High Road,London,,,,N12 8JT,20/08/2015,NONE
3258004060000B,SHOP AND PREMISES,"£9,400",Natural Form Limited,07/09/2015,406 Oakleigh Road North,London,,,,N20 0SG,07/09/2015,NONE
21800001900017,SHOP AND PREMISES,"£16,500",Tasti Pizza Salford Limited,01/09/2017,19 Hendon Lane,London,,,,N3 1RT,11/09/2015,NONE
12820000213046,OFFICES AND PREMISES,"£7,900",The Internet Group Ltd,24/12/2009,Room 304-305 3rd Fl 2,Dollis Park,,,,N3 1HG,17/09/2015,NONE
05160011010002,OFFICES WAREHOUSE AND PREMISES,"£33,750",Bishopsgate Management Ltd,01/04/2010,Philex House,110-124 The Broadway,London,,,NW9 7BP,17/09/2015,NONE
30560000010003,CAR WASH AND PREMISES,"£24,500",Primeleaf Properties Limited,28/09/2015,Barnet Car Wash,Moxon Street,Barnet,Hertfordshire,,EN5 5TS,28/09/2015,NONE
00300000010041,COLLEGE AND PREMISES,"£109,000",Redrow Homes Limited,30/09/2015,Former Peel Centre,Aerodrome Road,London,,,NW9 5JE,30/09/2015,NONE
45420090610031,PUBLIC HOUSE AND PREMISES,"£43,000",Clarion Housing Group Limited,25/01/2017,The Harp,119-125 The Broadway,London,,,NW9 7BP,01/10/2015,NONE
087000059A0009,OFFICES AND PREMISES,"£11,750",Judith Ann Bleetman T/A Parkes Wilshire Johnston Solicitors,24/02/2016,59 Church Hill Road,East Barnet,Barnet,,,EN4 8SY,07/10/2015,NONE
2718000162000B,OFFICES AND PREMISES,"£13,750",Netbond Uk Limited,24/12/2013,16 Lodge Road,London,,,,NW4 4DD,14/10/2015,NONE
12820000210014,OFFICES AND PREMISES,"£4,800",Finchley Developments C & G Ltd,24/10/2015,1st Floor Front Room 103,Winston House,2 Dollis Park,London,,N3 1HG,24/10/2015,NONE
13380013210022,SHOP AND PREMISES,"£7,800",Mr Antonis Savera & Mrs Azadeh Savvides,25/09/2015,132 East Barnet Road,Barnet,Hertfordshire,,,EN4 8RE,05/11/2015,NONE
32600000011559,OFFICES AND PREMISES,"£9,700",Comer (new Southgate) No 1 Limited,17/12/2014,Room 242 1st Flr Building 3,North London Business Centre,Oakleigh Road South,London,,N11 1GN,30/11/2015,NONE
046000137228B9,BUSINESS UNIT AND PREMISES,"£4,550",Churchill House Management Ltd,01/05/2004,Suite 28b Churchill House Bus Centre,137 Brent Street,London,,,NW4 4DJ,02/12/2015,NONE
3260000001151A,OFFICES AND PREMISES,"£4,750",Comer (new Southgate) No 1 Limited,17/12/2014,Room 312 2nd Flr Building 3,North London Business Park,Oakleigh Road South,London,,N11 1GN,09/12/2015,NONE
47200000900002,SHOP AND PREMISES,"£17,250",Paladar Restaurant Ltd,14/12/2015,9 Woodhouse Road,London,,,,N12 9EN,14/12/2015,NONE
22400077700009,SHOP AND PREMISES,"£24,000",Chester Clarke Property Management Ltd,05/01/2016,777 High Road,London,,,,N12 8JY,05/01/2016,NONE
42760091020075,RETAIL WAREHOUSE AND PREMISES,"£168,000",Acil Group Limited,20/01/2016,Mamas And Papas,Brent South Shopping Park,Tilling Road,London,,NW2 1LS,20/01/2016,NONE
04520011310028,SHOP AND PREMISES,"£126,000",Smiggle UK Limited,31/01/2016,Unit V,17 Brent Cross Regional Shopping Centre,London,,,NW4 3FG,27/01/2016,NONE
15820087700044,SHOP AND PREMISES,"£31,750",Wood And Beyond Ltd,11/02/2016,877 Finchley Road,London,,,,NW11 8RR,11/02/2016,NONE
44800004100001,RESTAURANT AND PREMISES,"£20,500",Eistyle Trading Ltd,07/03/2016,41 Watling Avenue,Edgware,Middlesex,,,HA8 0LF,15/02/2016,NONE
22460010000013,RESTAURANT AND PREMISES,"£18,250",Kingbrook Properties Limited,17/02/2016,100 High Street,Edgware,,,,HA8 7HF,17/02/2016,NONE
33900090220008,SHOP AND PREMISES,"£20,500",Leonardo Development Enterprises Limited,31/03/2016,5-7 Parson Street,London,,,,NW4 1QD,19/02/2016,NONE
45420017810013,SHOP AND PREMISES,"£19,000",Mr Murugesu Srikanthan & Mrs Bathsalya Srikanthan,22/02/2016,178-180 The Broadway,London,,,,NW9 6AE,22/02/2016,NONE
32600000011489,OFFICES AND PREMISES,"£31,000",Comer (new Southgate) No 1 Limited,17/12/2014,Room 143 Gnd Flr Building 3,North London Business Centre,Oakleigh Road South,London,,N11 1GN,23/02/2016,NONE
22440011120182,SHOP AND PREMISES,"£33,500",Spires Barnet (UK) S.A.R.L,29/02/2016,18 The Spires Shopping Centre 111,High Street,Barnet,Hertfordshire,,EN5 5XY,29/02/2016,NONE
04600009700018,SHOP AND PREMISES,"£12,750",Brookacre Estates Ltd,01/03/2016,97 Brent Street,London,,,,NW4 2DY,01/03/2016,NONE
30961000200018,SHOP AND PREMISES,"£6,400",Mr A Thaker,01/04/2000,2 Temple Parade,Netherlands Road,Barnet,,,EN5 1DN,05/03/2016,NONE
253000001A9063,OFFICES AND PREMISES,"£79,000",Brentano Suite Hampstead Limited,11/05/2015,Offices First Floor,2 Lyttelton Road,London,,,N2 0FW,10/03/2016,NONE
30260003720005,SCHOOL AND PREMISES,"£31,750",The London Preschool Ltd,05/11/2015,37 Moss Hall Grove,London,,,,N12 8PE,18/03/2016,NONE
0874000420000B,SHOP AND PREMISES,"£9,300",Ms A J Boyden,03/10/2012,42 Church Lane,London,,,,N2 8DT,20/03/2016,NONE
2242013230000B,BANK AND PREMISES,"£27,000",Wx Investments Limited,01/12/2015,1323 High Road,London,,,,N20 9HR,21/03/2016,NONE
22440014920004,PUBLIC HOUSE AND PREMISES,"£40,500",Hadley House Limited,15/07/2016,Rek's Hadley Oak,149 High Street,Barnet,Hertfordshire,,EN5 5SU,23/03/2016,NONE
22400083100008,SHOP AND PREMISES,"£33,250",Greyclyde Investments Limited,28/08/2015,831 High Road,London,,,,N12 8PR,24/03/2016,NONE
28262001110036,OFFICES AND PREMISES,"£5,600",Greenshaw Properties Ltd,01/04/2016,2nd Fl 11a The Quadrant,Manor Park Crescent,Edgware,Middlesex,,HA8 7LU,01/04/2016,NONE
11800002900009,SHOP AND PREMISES,"£10,250",Grant & Boyd Ltd,01/04/2016,29 Daws Lane,London,,,,NW7 4SD,01/04/2016,NONE
22440023000016,SHOP AND PREMISES,"£14,250",FOSTER & CO DEVELOPMENTS LTD,03/11/2017,230 High Street,Barnet,,,,EN5 5TD,06/04/2016,NONE
0516000730001A,BANK AND PREMISES,"£55,000",Hsbc Bank Plc,01/04/2000,75 The Broadway,London,,,,NW7 3BX,13/04/2016,NONE
08840003700015,SHOP AND PREMISES,"£7,300",Mr R Anwar,26/03/2010,37 Church Road,London,,,,NW4 4EB,14/04/2016,NONE
44140000110018,SHOP AND PREMISES,"£10,750",One Housing Group Limited,04/12/2015,1 Victoria Road,Barnet,Hertfordshire,,,EN4 9PH,14/04/2016,NONE
03160002210033,VEHICLE REPAIR WORKSHOP AND PREMISES,"£6,100",Luke Arliss T/a North London Auto Body,03/03/2014,24b Bell Lane,London,,,,NW4 2AD,20/04/2016,NONE
0460001000000B,SHOP AND PREMISES,"£16,250",Lewco-Pak Limited,01/05/2016,100 Brent Street,London,,,,NW4 2HH,01/05/2016,NONE
03820000800019,SHOP AND PREMISES,"£16,750",Mr Damian Sais & Mrs Amanda Sais,12/02/2016,8 Bittacy Hill,London,,,,NW7 1LB,05/05/2016,NONE
32600000011027,OFFICES AND PREMISES,"£10,250",Comer (new Southgate) No 1 Limited,17/12/2014,Room 322 2nd Flr Building 3,North London Business Park,Oakleigh Road South,London,,N11 1GN,12/05/2016,NONE
44800004300018,RESTAURANT AND PREMISES,"£17,750",Sara & Brothers Ltd,23/05/2016,43 Watling Avenue,Edgware,Middlesex,,,HA8 0LF,23/05/2016,NONE
04600003910031,SHOP AND PREMISES,"£8,600",Create Reit Limited,23/09/2016,Front,39 Brent Street,,,,NW4 2ED,01/06/2016,NONE
15827004000005,BANK AND PREMISES,"£65,000",Hsbc Bank Plc,01/04/2000,40 Temple Fortune Parade,Golders Green,London,,,NW11 0QU,10/06/2016,NONE
06080012010297,OFFICES AND PREMISES,"£4,550",Churchill House Management Limited,15/06/2016,2nd Floor Suite 313,Lyndhurst House,120 Bunns Lane,London,,NW7 2AR,15/06/2016,NONE
18860017410053,BUSINESS UNIT AND PREMISES,"£12,250",E. Green (london) Ltd,24/06/2016,UNIT 5 AT 172-174,Granville Road,London,,,NW2 2LD,24/06/2016,NONE
0452004112000B,SHOP AND PREMISES,"£497,500",Tesla Motors Limited,25/04/2016,Unit W,13 Brent Cross Regional Shopping Centre,London,,,NW4 3FB,26/06/2016,NONE
32600000011084,OFFICES AND PREMISES,"£10,500",Comer (new Southgate) No 1 Limited,17/12/2014,Room 211 1st Flr Building 3,North London Business Park,Oakleigh Road South,London,,N11 1GN,29/06/2016,NONE
22380008000017,SHOP AND PREMISES,"£13,000",The Sorbet Experience Uk Limited,04/08/2016,80 High Road,London,,,,N2 9PN,30/06/2016,NONE
0052000092000A,WORKSHOP AND PREMISES,"£25,500",Barnet (Albert Road) Developments Ltd,02/10/2017,7-9 Albert Road,Barnet,Hertfordshire,,,EN4 9SH,01/07/2016,NONE
2450200032000B,SHOP AND PREMISES,"£40,000",Silk Stream Properties Ltd,08/02/2016,1-5 Halt Parade,The Hyde,London,,,NW9 5AH,05/07/2016,NONE
15820101310041,CAFE AND PREMISES,"£6,500",Portsdown Management Limited,08/07/2016,1013d,Finchley Road,London,,,NW11 7ES,08/07/2016,NONE
21860039100014,SHOP AND PREMISES,"£9,900",Mr Reza Pourabrisham,19/07/2016,391 Hendon Way,London,,,,NW4 3LP,19/07/2016,NONE
18180010600007,SHOP AND PREMISES,"£18,500",London Underground Limited,17/05/2016,106 Golders Green Road,London,,,,NW11 8HB,19/07/2016,NONE
06080012010032,OFFICES AND PREMISES,"£24,500",Churchill House Management Ltd,08/04/2016,Gnd Flr Left,Lyndhurst House,120 Bunns Lane,London,,NW7 2AR,01/08/2016,NONE
18180004800004,SHOP AND PREMISES,"£31,500",JAC Strattons Ltd,01/04/2000,48 Golders Green Road,London,,,,NW11 8LL,05/08/2016,NONE
04600012010009,OFFICES AND PREMISES,"£3,800",Kirphil Properties Ltd,22/02/2017,Gnd Flr Rear,120 Brent Street,London,,,NW4 2DT,10/08/2016,NONE
04600012010047,OFFICES AND PREMISES,"£8,500",Kirphil Properties Ltd,22/02/2017,1st Flr Right,120 Brent Street,London,,,NW4 2DT,10/08/2016,NONE
04600012010028,SHOP AND PREMISES,"£13,250",Kirphil Properties Ltd,22/02/2017,Gnd Fl,120 Brent Street,London,,,NW4 2DT,10/08/2016,NONE
22440011120271,SHOP AND PREMISES,"£34,000",Spires Barnet (UK) S.A.R.L,12/08/2016,27 The Spires Shopping Centre 111,High Street,Barnet,Hertfordshire,,EN5 5XY,12/08/2016,NONE
22440011121128,SHOP AND PREMISES,"£38,750",Spires Barnet (UK) S.A.R.L,31/08/2016,12 The Spires Shopping Centre 111,High Street,Barnet,Hertfordshire,,EN5 5XY,17/08/2016,NONE
40860023800015,SHOP AND PREMISES,"£27,250",George Cross Estates (basingstoke) Limit,15/10/2016,238 Station Road,Edgware,Middlesex,,,HA8 7AU,31/08/2016,NONE
3260000001153B,OFFICES AND PREMISES,"£4,800",Comer (new Southgate) No 1 Limited,17/12/2014,Room 132a Gnd Flr Building 3,North London Business Park,Oakleigh Road South,London,,N11 1GN,01/09/2016,NONE
12820000213493,OFFICES AND PREMISES,"£7,400",Finchley Developments C & G Ltd,07/09/2016,Rooms 349 & 350 3rd Fl 2,Dollis Park,,,,N3 1HG,07/09/2016,NONE
05160012300016,SHOP AND PREMISES,"£29,500",Sushi Love Limited T/A Hudsons Brasserie,01/07/2016,123 The Broadway,London,,,,NW7 3TG,09/09/2016,NONE
37080090820008,RETAIL WAREHOUSE AND PREMISES,"£500,000",L&Q New Homes Limited,14/10/2016,Homebase,Rookery Way,London,,,NW9 6QG,12/09/2016,NONE
05900007200006,SHOP AND PREMISES,"£6,900",Rightstock Limited,24/03/2014,72 Brunswick Park Road,London,,,,N11 1JJ,20/09/2016,NONE
32600000011703,OFFICES AND PREMISES,"£10,000",Comer (New Southgate) No 1 Limited,06/10/2016,Room 341 2nd Flr Building 3,North London Business Centre,Oakleigh Road South,London,,N11 1GN,06/10/2016,NONE
44761000121004,RESTAURANT AND PREMISES,"£136,000",Meadow Mill Hill Limited,17/10/2016,T G I Fridays Pentavia Retail Park,Watford Way,London,,,NW7 2PT,10/10/2016,NONE
05160012520007,BANK AND PREMISES,"£48,500",Lloyds Bank Plc,01/04/2000,125-127 The Broadway,London,,,,NW7 3TG,11/10/2016,NONE
1000000100000B,SHOP AND PREMISES,"£7,400",London Borough Of Barnet Property and Valuation Department,16/10/2016,10 The Concourse,London,,,,NW9 5XB,16/10/2016,NONE
06200010410011,PUBLIC HOUSE AND PREMISES,"£29,250",TFC Burnt Oak Limited,25/10/2016,Bald Faced Stag,102-104 Burnt Oak Broadway,Edgware,Middlesex,,HA8 0BE,25/10/2016,NONE
36360027000002,RESTAURANT AND PREMISES,"£14,750",Absko Limited,28/10/2016,270 Regents Park Road,London,,,,N3 3HN,28/10/2016,NONE
20280029500015,SHOP AND PREMISES,"£14,750",Aroma Expresso Bar Ltd,01/11/2016,295 Hale Lane,Edgware,Middlesex,,,HA8 7AX,01/11/2016,NONE
1886001741002A,BUSINESS UNIT AND PREMISES,"£22,750",E Green (London) Ltd,14/11/2016,UNIT 2 AT 172-174,Granville Road,London,,,NW2 2LD,14/11/2016,NONE
18182001100004,SHOP AND PREMISES,"£16,000",NMH Developments Ltd,15/11/2016,11 Russell Parade,Golders Green Road,London,,,NW11 9NN,15/11/2016,NONE
224400054A0009,SHOP AND PREMISES,"£12,250",Mr Seyit Metin,17/11/2016,54a High Street,Barnet,Hertfordshire,,,EN5 5RU,17/11/2016,NONE
02400090320002,CLUB HOUSE AND PREMISES,"£12,000",Mr David Calver,01/04/2017,Hall & Premises,Barnet Lane,Barnet,Hertfordshire,,EN5 2DJ,24/11/2016,NONE
