Department,Entity,Date of Payment,Expense Type,Expense Area,Suppliers,Transaction Number,Amount
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PLANT SPARES,FUSION,PLANSEE METALS LTD,5100299150,43.75
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PLANT SPARES,FUSION,PLANSEE METALS LTD,5100299151,0.24
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,PRINTING & GRAPHICS,FUSION,Platform 39 Ltd,1900059422,£ 149.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100299062,123
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100299193,15
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100299194,20
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100299198,8
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100299199,24
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100299493,280
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100299494,38
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100299495,57.9
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PLANT & EQUIPMENT,FUSION,POWELL & CO,5100299188,169.15
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PLANT & EQUIPMENT,FUSION,POWELL & CO,5100298905,232.05
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,PRECISION TOOLS,5100299481,183.85
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,CONSUMABLES,FUSION,PRECISION WATERJET LTD,5100299489,268.95
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,PLANT & EQUIPMENT,FUSION,Premier Compressor Services Ltd,1900059427,"£ 4,680.00"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,STATIONERY,FUSION,PREMIER PAPER GROUP LTD,5100299621,106.92
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,STATIONERY,FUSION,PREMIER PAPER GROUP LTD,5100299622,-52.41
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,STATIONERY,FUSION,PREMIER PAPER GROUP LTD,5100299722,302.61
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,SITE INFRASTRUCTURE,FUSION,Pristine Engraving Ltd,1900059415,"£ 1,056.00"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,IT EQUIPMENT NON CAPITAL,FUSION,Probrand Limited,5100299726,144.34
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,PULSE POWER AND MEASUREMENT LTD,5100299739,1791.35
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,09/02/2014,BOOKS & PUBLICATIONS,FUSION,PURCHASE CARDS,100713904,552.62
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,09/02/2014,MATERIALS & SPARES,FUSION,PURCHASE CARDS,100713920,"3,757.27"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,09/02/2014,PLANT & EQUIPMENT,FUSION,PURCHASE CARDS,100713915,"1,269.46"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,09/02/2014,OTHER EXTERNAL COSTS,FUSION,PURCHASE CARDS,100713907,934.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,09/02/2014,OTHER EXTERNAL COSTS,FUSION,PURCHASE CARDS,100713907,"1,005.84"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,Pycko Scientific Limited,5100300001,15037
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,PLANT & EQUIPMENT,FUSION,QUARTZELEC LTD,5100299788,57924.7
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,QUARTZELEC LTD,5100299831,48304.75
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,FUSION,RADIOCARBON DATING,5100298876,2000.6
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,FUSION,RADIOCARBON DATING,5100298885,15816.88
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,FUSION,RADIOCARBON DATING,5100298886,-5533.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,PLANT & EQUIPMENT,FUSION,REECE SAFETY PRODUCTS LTD,5100298551,203.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,SECURITY & EMERGENCY,PROPERTY,RELIANCE SECURITY GROUP PLC,5100299535,-1500
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,SECURITY & EMERGENCY,PROPERTY,RELIANCE SECURITY GROUP PLC,5100299723,93476.67
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,SECURITY & EMERGENCY,PROPERTY,RELIANCE SECURITY GROUP PLC,5100299721,8698.95
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,MATERIALS & SPARES,FUSION,Repco Technology Ltd,1900059493,"£ 1,145.58"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,RITTAL,5100298878,105.78
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,RITTAL,5100299833,254.64
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PLANT SPARES,FUSION,ROSH ENGINEERING LTD,5100299191,1052
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,INSPECTION SERVICES,FUSION,ROYAL & SUN ALLIANCE ENGINEERING LT,5100299149,1560.38
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,SUPPORT SERVICES,RS COMPONENTS LTD,5100299088,140.05
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299273,68.38
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299450,205.66
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299687,193.82
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299976,302.77
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299230,219.1
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299213,307.11
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299275,39.48
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299282,423.44
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299595,48.6
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299667,105.81
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299978,19
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299103,65.69
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299226,367.82
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299242,22.29
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299283,7.23
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299441,7.51
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299442,984.23
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299580,39.86
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,19/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299625,174.48
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299670,459.7
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299974,44.44
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299093,415.27
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299280,157.54
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299669,284.22
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299089,333.85
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299095,50.82
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299446,181.78
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299685,17.56
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299969,49.35
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299660,341.86
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299663,305.87
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299668,46.74
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299680,12.97
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299971,207.72
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299107,302.35
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299214,55.74
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299605,117.39
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299090,36.29
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299101,458.01
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299217,101.67
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299274,37.34
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299277,41.97
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299597,132.41
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299659,284.03
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299674,26.05
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299276,38.84
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299279,91.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299606,214.44
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299104,65.13
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299106,106.08
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299222,58.92
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299271,32.2
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299586,38.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299601,13.66
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299604,21.18
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299607,79.98
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299655,9.81
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299682,19.29
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299977,24.15
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299445,74.08
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299447,222.51
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299448,1524.14
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299454,160.94
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299596,134.31
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299677,82.76
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299452,27.76
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299581,93.61
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100296441,43.86
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100298413,57.16
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299260,-43.86
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299600,55.05
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299679,551.83
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299972,71.31
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299975,108.9
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299223,98.6
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299278,75.45
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299284,18.65
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299449,435.77
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299603,68.56
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299656,128.58
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299661,78.6
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299666,76.56
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299099,95.07
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299102,82.16
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299229,72.74
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299281,47.67
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299443,505.21
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299444,84.83
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299453,53.13
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299593,78.04
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299228,10.08
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299212,88.24
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299219,46.12
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299220,293.73
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299272,17.28
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299462,502.77
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299583,152.98
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299584,28.71
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299673,759.44
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299684,93.54
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299285,196.76
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299451,13.56
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299092,8
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299973,58.1
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299098,580.06
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100299602,154
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100297777,34.51
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,PROPERTY,RS COMPONENTS LTD,5100299091,26.88
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,PROPERTY,RS COMPONENTS LTD,5100299970,17.28
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,HIRED STAFF,FUSION,RULLION ENGINEERING PERSONNEL LTD,5100299298,767227.24
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,MATERIALS & SPARES,FUSION,Safetykleen UK Limited,5100299424,343.42
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,TRAINING COSTS,SUPPORT SERVICES,SCA TRAINING & CONSULTANCY SERVICES,5100299246,297
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,TRAINING COSTS,SUPPORT SERVICES,SCA TRAINING & CONSULTANCY SERVICES,5100299544,190
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,IT EQUIPMENT NON CAPITAL,FUSION,SCAN COMPUTERS INTERNATIONAL LTD,5100297757,1873.43
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,IT EQUIPMENT NON CAPITAL,FUSION,SCAN COMPUTERS INTERNATIONAL LTD,5100299248,2728.21
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,IT EQUIPMENT NON CAPITAL,FUSION,SCAN COMPUTERS INTERNATIONAL LTD,5100299696,1575.16
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,IT EQUIPMENT NON CAPITAL,FUSION,SCAN COMPUTERS INTERNATIONAL LTD,5100298956,470.04
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,IT EQUIPMENT NON CAPITAL,FUSION,SCANNING & DATA SOLUTIONS LTD,5100299306,1830.58
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,SCHROFF UK LTD,5100299322,175.7
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,SCHROFF UK LTD,5100298958,343.24
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,SCHROFF UK LTD,5100299652,26.9
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,SCHROFF UK LTD,5100299369,185.47
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,13/02/2014,SOFTWARE - NON-CAP,FUSION,Science and Technology Facilities Council,1900059443,£ 331.52
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,FUSION,SCIENTIFIC MANUFACTURING,5100296598,3775.2
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,FUSION,SCIENTIFIC MANUFACTURING,5100297733,469.8
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PROFESSIONAL SERVICES,FUSION,SCIENTIFIC MANUFACTURING,5100299125,3132
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,FUSION,SCIENTIFIC MANUFACTURING,5100299126,1279.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,FUSION,SCIENTIFIC MANUFACTURING,5100299155,198
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PROFESSIONAL SERVICES,FUSION,SCIENTIFIC MANUFACTURING,5100299290,1354
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100299015,228
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100298312,6210
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100299383,270
