,,,,
Full Property Address,Property Reference Number,Primary Liable party name,Current Rateable Value,Account Start date
"St Pius X R C School, Schneider Road, Barrow In Furness, Cumbria, LA14 4AA",106362109430N,Cumbria County Council,22750,01/04/1990
"Strand Engineering Co, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PG",104233909080N,The Liquidators Of Strand Engineering North West Ltd,29250,25/11/2009
"Strawberry Hotel, Abbey Road, Barrow In Furness, Cumbria, LA14 5LD",107300109810N,Greene King Pub Co.,58750,01/11/2004
"Studio 14 The Canteen Media & Arts Cntr, Michaelson Road, Barrow In Furness, Cumbria, LA14 1AD",103342709236N,Horrocks & Cross Ltd,540,01/09/2013
"Studio 2, The Canteen Media And Arts Centre, Michaelson Road, Barrow In Furness, LA14 1AD",103342709228N,Horrocks & Cross Ltd,2100,01/09/2013
"Suite 11, Victoria Hall, Rawlinson Street, Barrow In Furness, Cumbria, LA14 1BX",104457709112N,Musson Projects Llp,9100,01/10/2012
"Suite 14 Victoria Hall, Rawlinson Street, Barrow In Furness, Cumbria, ",104457709082N,Rv Projects (Europe) Ltd,2700,01/09/2014
"Suite 1 At, 22a, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119500224N,Womens Community Matters,11750,01/10/2013
"Suite 1 Furness Gate, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PE",104233909061N,Northern Trust Company Ltd,4550,10/08/2015
"Suite 1 Victoria Hall, Rawlinson Street, Barrow In Furness, Cumbria, ",104457709070N,Musson Projects Llp,640,01/05/2012
"Suite 2 At, 22a, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119500223N,Structured Software Systems Ltd,21000,05/09/2005
"Suite 2 Furness Gate, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PE",104233909062N,Diamould Ltd,4350,05/12/2013
"Suite 2 Victoria Hall, Rawlinson Street, Barrow In Furness, Cumbria, ",104457709071N,Glazzy Gas Limited,910,01/07/2012
"Suite 3 Furness Gate, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PE",104233909063N,Tcv Employment And Training Services Limited,15000,01/05/2013
"Suite 4 Furness Gate, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PE",104233909064N,Sterling Management Centre Ltd,4350,07/09/2015
"Suite 5 Furness Gate, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PE",104233909065N,"Morson Human Resources Ltd,",9200,04/07/2000
"Suite 5 Victoria Hall, Rawlinson Street, Barrow In Furness, Cumbria, ",104457709074N,A4e Ltd,4950,18/03/2009
"Suite 6c Victoria Hall, Rawlinson Street, Barrow In Furness, Cumbria, LA14 1BX",104457709095N,Musson Projects Llp,610,16/01/2012
"Suite 8 Furness Gate, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PE",104233909068N,Serco Limited,30750,27/01/2012
"Suite 8 Victoria Hall, Rawlinson Street, Barrow In Furness, Cumbria, LA14 1BX",104457709077N,Musson Projects,1075,01/05/2014
"Suite 9 Victoria Hall, Rawlinson Street, Barrow In Furness, Cumbria, ",104457709078N,Cafcass Govt. Dept.,2900,10/11/2009
"Suites 3 & 4 Victoria Hall, Rawlinson Street, Barrow In Furness, Cumbria, LA14 1BX",104457709032N,A4e Ltd,4750,18/03/2009
"Suites 6 & 7, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PE",104233909166N,Sterling Management Centre Ltd,19500,01/01/2002
"Sure Start Community Centre Ormsgill, Millstone Avenue, Barrow In Furness, Cumbria, LA14 4BP",106542969030N,Action For Children,12000,01/04/2008
"T A Centre, Holker Street, Barrow In Furness, Cumbria, LA14 1HL",104231609900N,Nw R.F.C.A,32500,01/04/2000
"Tally Ho, Schneider Road, Barrow In Furness, Cumbria, LA14 5DN",106362109410N,Enterprise Inns Ltd,17000,14/10/2015
"Tarmac Northern Ltd, Anchorline Basin, Ramsden Dock Road, Barrow In Furness, Cumbria, LA14 2TB",103357109120N,Hope Ready Mixed Concrete Limited,18750,07/01/2013
"Taste Of India, Duke Street, Askam In Furness, Cumbria, LA16 7AD",112595609120N,Askam Restaurant Ltd,12500,12/01/2015
"Tb Group Ltd. The Arch, Walney Road, Barrow In Furness, Cumbria, LA14 5UT",104274209182N,Tb Group Ltd,53000,18/08/2010
"T B Warehouse, Jute Road, Barrow In Furness, Cumbria, LA14 2PW",104248409032N,Bae Systems Marine Limited,93000,17/03/2014
"Temperance Hall, Ireleth, Askam In Furness, Cumbria, LA16 7EG",112599000690N,Ireleth Temperance Hall,1300,01/04/1990
"Terry Chemicals Ltd, Beckside, Dalton In Furness, Cumbria, LA15 8DP",113181209050N,"Terry Chemicals Ltd,",14500,01/04/1990
"Tesco, 331, Rawlinson Street, Barrow In Furness, Cumbria, LA14 1BS",104457709036N,Tesco Stores Ltd,29250,07/12/2012
"Tesco Stores Ltd., Cornerhouse Park, Hindpool Road, Barrow In Furness, LA14 2NE",104379100015N,Tesco Stores Ltd,2400000,01/04/2010
"Tesco Stores Ltd, , Flass Lane, Barrow In Furness, Cumbria, LA13 0BZ",110224209124N,Tesco Stores Ltd,169000,01/04/2010
"The Bakery, Broughton Road, Dalton In Furness, Cumbria, LA15 8RN",112181509010N,Brian O'Loughlin Ltd,5300,15/03/2004
"The Basement At The Canteen, Michaelson Road, Barrow In Furness, Cumbria, LA14 1AD",103342709240N,The Porthole Community Centre,5400,01/02/2014
"The Blue Lamp, 57, Crellin Street, Barrow In Furness, Cumbria, LA14 1DS",105314400610N,Blue Lamp (Cumbria) Limited,12400,26/09/2014
"The Builders Supply Company (Barrow), Bank Lane, Barrow In Furness, Cumbria, LA14 4QY",106405400001N, Builders Supply Co Ltd (Barrow),54500,01/04/2004
"The Clothing Co Kings Gate, Michaelson Road, Barrow In Furness, Cumbria, LA14 1AF",103342709021N,Bae Systems Marine Ltd,3650,14/11/1992
"The Corner House, High Street, Barrow In Furness, Cumbria, LA14 1QY",104530709180N,Furness Childcare Ltd,17500,07/07/2003
"The Custom House, 1, Abbey Road, Barrow In Furness, Cumbria, LA14 5UF",104531209082N,The Custom House Bw Ltd,39250,03/12/1999
"The Derby, 246, Dalton Road, Barrow In Furness, Cumbria, LA14 1DN",104417302460N,Five (Uk) Limited,10250,26/09/2014
"The Dock Museum, North Road, Barrow In Furness, Cumbria, LA14 2PW",104248409200N,Barrow Borough Council,130000,30/04/1994
"The Drawing Room, Ramsden House, 121-123, Duke Street, Barrow In Furness, Cumbria, LA14 1XA",105119501212N,Kirkstall Ventures Ltd,12400,20/08/2012
"The Furness Railway, Abbey Road, Barrow In Furness, Cumbria, LA14 5UB",104500108131N,J D Wetherspoon Plc,86000,22/07/1998
"The King Alfred, Ocean Road, Barrow In Furness, Cumbria, LA14 3DU",102250209090N,Walney Island South End Caravan Site Ltd,22750,26/08/2015
"The Kitchen, The Canteen Media & Arts Cntr, Michaelson Road, Barrow In Furness, Cumbria, LA14 1AD",103342709234N,Horrocks & Cross Ltd,1050,01/09/2013
"The Last Orders Inn, Rawlinson Street, Barrow In Furness, Cumbria, LA14 2DG",105457701400N,Hawthorn Leisure Honey Limited,16150,20/10/2014
"The Lounge,, 59-61, Duke Street, Barrow In Furness, Cumbria, LA14 1RW",105119500610N,The Buddha Lounge Bar Ltd,5700,17/02/2014
"The Lyric Hall, Clifford Street, Barrow In Furness, Cumbria, LA14 2NJ",104512909030N,Transition Wholesale Ltd,4200,20/01/2014
"The National Trust Near Sandscale Cottages, Roanhead, Barrow In Furness, Cumbria, LA14 4QJ",112697359080N,The National Trust,1500,01/04/2003
"The Old Dairy, Roose Road, Barrow In Furness, Cumbria, LA13 0EP",111458879013N,Woodbine Dairy Ltd,5500,06/05/2013
"The Old Methodist Chapel, Roose Road, Barrow In Furness, Cumbria, LA13 9RG",108359009021N,Barrow Central Construction Ltd,4200,01/07/2012
"The Old Quarry Yard, Greenscoe, Askam In Furness, Cumbria, LA16 7HE",112596009140N,Harry Barker Property Ltd,16000,02/01/2006
"The Owl And The Pussycat, Hindpool Road, Barrow In Furness, Cumbria, LA14 1YE",104233909990N,Spirit Group Ltd,85500,04/09/2014
"The Park Leisure Centre, Greengate Street, Barrow In Furness, Cumbria, LA13 9DT",107427609051N,Leisure And Tourism Commitee,262500,01/04/1991
"The Soccer Bar Barrow Football Supporters Club, Wilkie Road, Barrow-In-Furness, Cumbria, LA14 5UQ",109118508014N,"Barrow Afc Supporters Club,",12250,01/04/1990
"The Wood Company, Strand, Barrow In Furness, LA14 2JQ",105160909095N,2nd Timearound(South Lakes) Ltd,0,01/01/2013
"The Workshop, Briggs Street, Barrow In Furness, Cumbria, LA12 2BE",108247409280N,Harries Motor Repairs Ltd,1575,13/02/2012
"Three Rooms 1st Flr Natwest Bank Chambers, 67, Market Street, Dalton In Furness, Cumbria, LA15 8AE",112287600675N,Sackville Spf Iv (Gp) No.3 Limited,2100,14/10/2013
"Thrift Charitable Trust, Farm Street, Barrow In Furness, Cumbria, LA14 2RX",103223609040N,Thrift Charitable Trust,800,01/09/2001
"Tide Gauge Cable Facility, Barrow, Barrow-In-Furness, Cumbria, LA14 1AF",104232209990N,Mod 5 :Cdp,470,01/04/2000
"Tk Maxx, Hollywood Park, Hindpool Road, Barrow In Furness, Cumbria, LA14 1YE",104131209190N,Tjx Uk Ltd,154000,11/08/2014
"T-Mobile (66801) Streetworks, Central Drive, Barrow In Furness, Cumbria, LA14 3JA",102411900194N,Mobile Broadband Network Limited,5300,01/04/2010
"T-Mobile Site On Roof Of Craven House, Michaelson Road, Barrow In Furness, Cumbria, LA14 1AF",103342709159N,Mobile Broadband Ntwk. Ltd,9000,04/06/2009
"Topps Tiles, Walney Road, Barrow In Furness, Cumbria, LA14 5UG",104274209400N,Multi Tile Ltd T/A Topps Tiles,47250,15/11/1999
"Top Ten Bingo, Hollywood Park, Hindpool Road, Barrow-In-Furness, Cumbria, LA14 2NA",104131209320N,Majestic Bingo Limited,114500,10/06/2014
"Town Hall., Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119509028N,Barrow Borough Council,119000,01/05/2015
"Trafficmaster Site, 5859d, Walney Road, Barrow In Furness, Cumbria, LA14 5UG",104274209501N,Trafficmaster Plc,140,23/12/1998
"Travelodge Cocken Villa, Walney Road, Barrow In Furness, Cumbria, LA14 5UG",104274209600N,Travelodge Hotels Ltd,86000,09/08/2004
"Travis Perkins Trading Co Ltd, Duke Street, Barrow In Furness, Cumbria, LA14 1XU",104319509520N,Travis Perkins Ltd,68000,01/04/1990
"Tudor Square Car Park, Tudor Square, Dalton In Furness, Cumbria, LA15 8RJ",113291409010N,Development Division,7600,01/04/1990
"Tyre Services Great Britain Ltd, Roose Road, Barrow In Furness, Cumbria, LA13 9RQ",111559009361N,Nationwide Training Centres Limited,22000,21/07/2015
"Underwater Diving Services, Anchorline Basin, Ramsden Dock Road, Barrow In Furness, Cumbria, LA14 2TB",103357209034N,"Underwater Diving Services,",4750,01/04/2005
"Unit 10, Forge Close, Barrow In Furness, Cumbria, LA14 2UF",104253570100N,Subconsult Ltd,10500,01/06/2013
"Unit 10, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PN",104233909052N,Diamould Ltd,42500,13/12/2002
"Unit 10 Meetings Industrial Estate, Park Road, Barrow In Furness, Cumbria, LA14 4TL",106552709083N,Kendall Bros Ltd,4450,24/01/1996
"Unit 10, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909110N,Gleeds Energy Limited,1725,10/08/2015
"Unit 11 & 12, Meetings Ind Est, Park Road, Barrow In Furness, Cumbria, LA14 4TL",106552700011N,Furness M.O.T Ltd,5500,01/10/2013
"Unit 11, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909162N,Driving Standards Agency,3850,01/04/2000
"Unit 12, Forge Close, Barrow In Furness, Cumbria, LA14 2UF",104253570120N,Impact Housing Assoc. Ltd,10500,29/10/2012
"Unit 12 Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909017N,Jacobs U.K. Limited,5000,30/05/2008
"Unit 13, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909163N,Redhall Marine Limited,3700,02/04/2011
"Unit 14, Forge Close, Barrow In Furness, Cumbria, LA14 2UF",104253570140N,Kingfisher Seafoods Limited,10500,05/03/2010
"Unit 14, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909018N,"British Red Cross,",5000,27/01/2015
"Unit 15, Meetings Industrial Estate, Park Road, Barrow In Furness, Cumbria, LA14 4TL",106552700131N,K Salisbury Etc Ltd,2950,01/03/2006
"Unit 16, Andrews Way, Barrow In Furness, Cumbria, LA14 2UE",105253570160N,Rovtech Systems Ltd,23000,06/06/2014
"Unit 16 Meetings Industrial Estate, Park Road, Barrow In Furness, Cumbria, LA14 4TL",106552700133N,Cumbria Car Centre Ltd,5400,01/11/2007
"Unit 16, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909019N,Jacobs U.K. Limited,5500,24/04/2007
"Unit 1 78-80, Dalton Road, Barrow In Furness, Cumbria, LA14 1JJ",105117300780N,Cash Converters Limited,32250,27/01/2012
"Unit 17, Meetings Industrial Estate, Park Road, Barrow-In-Furness, Cumbria, LA14 4TL",106552700134N,Furness Tile Supplies Ltd,3650,15/11/2010
"Unit 18, Meetings Industrial Estate, Park Road, Barrow-In-Furness, Cumbria, LA14 4TL",106552700135N,Furness Tile Supplies Ltd,3650,01/01/2015
"Unit 19, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909119N,Wilcock Consultants Ltd,3950,05/11/2008
"Unit 1, Andrews Court, Andrews Way, Barrow In Furness, Cumbria, LA14 2UE",105253570001N,Prospects Services Ltd,17500,19/11/2004
"Unit 1 At Greengate Bridge, Marsh Street, Barrow In Furness, Cumbria, ",107427609080N,Network Rail,0,01/04/1995
"Unit 1a The Old Fire Station, Abbey Road, Barrow In Furness, Cumbria, LA14 1XH",104500108239N,Gravity Solutions Limited,3250,01/04/2012
"Unit 1 At Standsure House, Billings Road, Dalton In Furness, Cumbria, LA13 0SG",113487309135N,Larimar Prop. Mngmt. Ltd,1125,14/02/2014
"Unit 1a, Walney Road, Barrow In Furness, Cumbria, LA14 5UG",104274209190N,Rexel Senate Limited,9900,01/04/1990
"Unit 1b The Old Fire Station, Abbey Road, Barrow In Furness, Cumbria, LA14 1XH",104500108241N,Knox Accounting Ltd,3850,01/04/2012
"Unit 1c Ashburner Way, Walney Road, Barrow In Furness, Cumbria, LA14 5UG",104274209220N,Speedy Supp Serv Ltd,9100,01/04/2007
"Unit 1,, Forge Close, Barrow In Furness, Cumbria, LA14 2UF",104253570012N,Jjc Hire Ltd,31500,17/07/2013
"Unit 1 Powder Works, Park Road, Barrow In Furness, Cumbria, LA14 4QS",106552709175N,Wicks Services Ltd,39500,11/11/2015
"Unit 1 The Canteen Media & Arts Centre, Michaelson Road, Barrow In Furness, Cumbria, LA14 1AD",103342709225N,Horrocks & Cross Ltd,2850,01/09/2013
"Unit 1 The Ginnell, Portland Crescent, Barrow In Furness, Cumbria, LA14 1DB",105154100015N,Got It Covered Ltd,4650,18/07/2005
"Unit 1, Walney Road Industrial Estate, Ashburner Way, Barrow In Furness, Cumbria, LA14 5UZ",104274209250N,Howden Joinery Ltd,24750,01/04/2002
"Unit 1 Wicks Yard, Sowerby Woods Business Park, Park Road, Barrow In Furness, Cumbria, LA14 4QR",106552709213N,H. Wicks (Lindal) Limited,15000,16/03/2012
"Unit 21, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909121N,"Wilcock Consultants Ltd,",3850,01/04/1994
"Unit 22, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909122N,We Buy Any Car Ltd,1450,20/01/2015
"Unit 2 & 3 Station Yard, Duddon Road, Askam In Furness, Cumbria, LA16 7AL",112595509160N,H Barker Props Ltd,8900,01/03/2001
"Unit 23, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909123N,La12 Ltd,3700,01/06/2015
"Unit 25, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909125N,Optionhouse Limited,3700,16/09/2013
"Unit 26, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909126N,Energy 4 All Ltd,5500,10/09/2007
"Unit 2, 78-80, Dalton Road, Barrow In Furness, Cumbria, LA14 1JH",105117300781N,Whitley-Hall Limited,32000,21/06/2013
"Unit 27 Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909228N,Creative Support Ltd,3700,01/01/2012
"Unit 28, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909128N,Johnston Recruitment Ltd,4950,06/07/1998
"Unit 29 Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909229N,Creative Support Ltd,3700,01/01/2012
"Unit 2a, Ashburner Way, Barrow-In-Furness, Cumbria, LA14 5UG",104274209180N,Edmondson Electrical,19000,01/04/1990
"Unit 2, Andrews Court, Andrews Way, Barrow In Furness, Cumbria, LA14 2UE",105253570002N,Centric Office Sols Ltd,16750,23/10/2015
"Unit 2, County Park Trading Estate, Park Road, Barrow In Furness, Cumbria, LA14 4BQ",106552709333N,Compass Const. Serv. Ltd,4750,15/06/2009
"Unit 2, Crooklands Business Park, Ulverston Road, Dalton In Furness, Cumbria, LA15 8FD",113291600070N,R Forrest Ltd,4850,15/10/2009
"Unit 2d, Ashburner Way, Walney Road, Barrow In Furness, Cumbria, LA14 5UG",104274209114N,Anixter Industrial,19750,30/07/2001
"Unit 2 Greengate Bridge,  , Marsh Street, Barrow In Furness, Cumbria, ",107427609070N,Network Rail,0,01/04/1990
"Unit 2, James Freel Court, Barrow In Furness, Cumbria, LA14 2NG",104233910002N,Vinci Construction Uk Limited,9200,01/11/2011
"Unit 2, Long Lane Ind Estate, Billings Road, Long Lane, Barrow In Furness, LA13 0SG",113487309114N,E Sutton &Son Ltd,10250,23/09/2013
"Unit 2 Old Dairy, Roose Road, Barrow In Furness, Cumbria, LA13 OEP",111458879002N,"Deltawaite Ltd,",10500,01/05/2012
"Unit 2 Powder Works, Park Road, Barrow In Furness, Cumbria, LA14 4QS",106552709177N,Handmark Engineering Ltd,30000,01/04/2012
"Unit 2 Steele'S Yard, Walney Road Industrial Estate, Ashburner Way, Barrow In Furness, Cumbria, LA14 5UZ",104274209122N,Steele¿S Removals Ltd,14000,01/05/2014
"Unit 2 The Old Fire Station, Abbey Road, Barrow In Furness, Cumbria, LA14 1XH",104500108237N,Bluepole Limited,13750,01/04/2012
"Unit 2 Wicks Yard, Sowerby Woods Business Park, Park Road, Barrow In Furness, Cumbria, LA14 4QR",106552709214N,Cleartrack (Evl) Ltd,15250,01/10/2014
"Unit 30 Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909233N,Idomainz Ltd,5100,15/09/2014
"Unit 3, 121-135, Dalton Road, Barrow In Furness, Cumbria, LA14 1H",105117301213N,Partners The Stationers Ltd,40750,24/01/2007
"Unit 31, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909131N,Specialist Electronics Services Limited,3700,01/03/2010
"Unit 32 Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104333909234N,Specialist Electron. Serv. Ltd,5600,12/03/2002
"Unit 33, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909133N,Energy 4 All Ltd,3700,13/02/2006
"Unit 34, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909134N,Northrop Grumman Sperry Marine Bv Ltd,3750,23/04/2012
"Unit 36, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909136N,M W Cumbria Limited,4550,16/10/2015
"Unit 3, 78-80, Dalton Road, Barrow In Furness, Cumbria, LA14 1JJ",105117300782N,Gold Planner Ltd,32250,08/07/2008
"Unit 37, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909137N,North West Inshore Fisheries & Conservation Authorities,4550,12/11/2012
"Unit 38, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909138N,D.T.L.R.,4550,28/02/2002
"Unit 3, Andrews Court, Andrews Way, Barrow In Furness, Cumbria, LA14 2UE",105253570003N,Full Colour Printers Ltd,18750,01/12/2004
"Unit 3c, Park Road, Barrow In Furness, Cumbria, LA14 4EQ",106552709233N,Boulting Group Ltd,7800,11/06/2012
"Unit 3d,, Park Road, Barrow In Furness, Cumbria, LA14 4EQ",106552709271N,Freelance Mechanics Ltd,7900,29/04/2013
"Unit 3e, Park Road, Barrow In Furness, Cumbria, LA14 4EQ",106552709278N,Larkin Engineering Services Limited,8400,01/01/2015
"Unit 3, Forge Close, Barrow In Furness, Cumbria, LA14 2UF",104253570030N,City Plumbing Supplies Limited,23250,12/10/2015
"Unit 3, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PN",104233909042N,Diamould Ltd,53500,25/02/2014
"Unit 3g, Park Road, Barrow In Furness, Cumbria, LA14 4EQ",106552709600N,T W & A Pullin Ltd,15500,01/10/2015
"Unit 3, James Freel Court, Barrow In Furness, Cumbria, LA14 2NG",104233910003N,Brammer Uk Limited,10250,02/12/2011
"Unit 3 Long Lane Industrial Estate, Billings Road, Dalton In Furness, Cumbria, LA13 0SG",113487309111N,E Sutton & Son Ltd,9500,01/06/2014
"Unit 3 Phoenix Court, Phoenix Road, Barrow In Furness, Cumbria, LA14 2UA",104253560200N,Express Plumbing Supplies,17750,01/01/2003
"Unit 3 Powder Works, Park Road, Barrow In Furness, Cumbria, LA14 4QS",106552709178N,Wicks Services Ltd,32000,11/11/2015
"Unit 3 R/0, 331, Rawlinson Street, Barrow In Furness, Cumbria, LA14 1BS",104457709040N,J R Gabriel Properties Ltd,11500,24/12/2013
"Unit 3 Steele'S Yard, Ashburner Way, Barrow-In-Furness, Cumbria, LA14 5UG",104274209123N,R S Properties Ltd,2550,23/03/2007
"Unit 40a, Salthouse Mills, Salthouse Road, Barrow In Furness, Cumbria, LA13 ODH",111561609602N,Barrow & District Historical Vintage Vehicle Society,5900,08/11/2007
"Unit 40, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909040N,Integrated Network Systems Limited,4550,24/07/2014
"Unit 4,121-135, Dalton Road, Barrow In Furness, Cumbria, LA14 1HZ",105117301211N,Shoe Zone Ltd,46750,05/06/2007
"Unit 43, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909143N,Age Uk,8500,01/03/2004
"Unit 44, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909144N,Fell View Joinery Ltd,7900,25/04/2009
"Unit 45, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909145N,History & Heraldry Limited,4550,26/10/2015
"Unit 46, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909146N,Elevated Systems Technology Limited,4600,17/11/2014
"Unit 49, Salthouse Mills, Salthouse Road, Barrow In Furness, Cumbria, LA13 ODH",111561609601N,Tudorwin Ltd,260,08/11/2007
"Unit 49 T.E.C, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909349N,Trinity Enterprise Centre Ltd,10000,15/10/2015
"Unit 4, Andrews Court, Andrews Way, Barrow In Furness, Cumbria, LA14 2UE",105253570004N,Ocean Construction Ltd,11500,22/11/2014
"Unit 4, Andrews Way, Barrow In Furness, Cumbria, LA14 2UD",105253570040N,Optech Fibres Ltd,12500,01/07/2004
"Unit 4, Crooklands Business Park, Ulverston Road, Dalton In Furness, Cumbria, LA15 8FD",113291600040N,Forge Europa Limited,8500,01/04/2011
"Unit 4, Forge Close, Barrow In Furness, Cumbria, LA14 2UF",104253570040N,Acorn Industrial Services Ltd,8900,02/05/2012
"Unit 4, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PN",104233909043N,Diamould Ltd,20000,04/01/2010
"Unit 4, James Freel Court, Barrow In Furness, Cumbria, LA14 2NG",104233910004N,Barrow Borough Council,10250,01/05/2009
"Unit 4, Park Road, Barrow In Furness, Cumbria, LA14 4QS",106552709171N,"Handmark Engineering Co Ltd,",50000,07/05/2004
"Unit 4 Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909213N,Etail Systems Limited,3250,03/07/2012
"Unit 50 T.E.C., Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909350N,Furness College,6200,29/01/2007
"Unit 5, 121-135, Dalton Road, Barrow In Furness, Cumbria, LA14 1HZ",105117301215N,Hbos Plc,67500,26/04/2007
"Unit 53, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909253N,National Offender Management Services,4500,28/01/2013
"Unit 54, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909255N,Pc Supplies Ltd,7800,27/08/2014
"Unit 5a, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PN",104233909044N,Fortis Mechanical Design Ltd,14000,01/12/2014
"Unit 5, Andrews Court, Andrews Way, Barrow In Furness, Cumbria, LA14 2UE",105253570005N,Barrow Training Partners Ltd,11500,01/11/2004
"Unit 5b, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PN",104233909045N,Northern Trust Co Ltd,14000,26/10/2015
"Unit 5, James Freel Court, Barrow In Furness, Cumbria, LA14 2NG",104233910005N,Barrow Borough Council,10250,01/05/2009
"Unit 5, Phoenix Court, Phoenix Road, Barrow-In-Furness, Cumbria, LA14 2UA",104253560250N,Speedy Hire Centres Ltd,15750,05/09/2004
"Unit 5 The Old Fire Station, Abbey Road, Barrow In Furness, Cumbria, LA14 1XH",104500108236N,Cumbria Partnership Nhs Foundation Trust,10750,01/04/2012
"Unit 5, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909105N,Trinity Enterprise Centre Ltd,7300,28/09/2015
"Unit 6, Andrews Way, Barrow In Furness, Cumbria, LA14 2UD",105253570060N,Plastic Man Ltd,18250,13/02/2006
"Unit 6, Forge Close, Barrow In Furness, Cumbria, LA14 2UF",104253570060N,Sts Electrical Limited,8900,15/07/2011
"Unit 6,, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PN",104233909055N,Sub-Tech Systems Ltd,21000,08/08/2006
"Unit 6, James Freel Court, Barrow In Furness, Cumbria, LA14 2NG",104233910006N,Barrow Borough Council,10250,01/05/2009
