Newcastle City Council Invoices over £500 paid in April 2010,,,,,,

Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Grand Total,"Capital/
Revenue"
Adult and Culture,Social Services-Carefirst              ,19/04/10,AUTISM INITIATIVES,4633340,17987.20,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,AVENUE COMMUNITY NH LTD,4641198,1949.20,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,AZURE,4633338,28815.64,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,BAILIFFGATE,4624145,1859.12,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,BALMORAL COURT,4641142,39835.00,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,BALMORAL COURT,4641214,1275.60,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,BEACON FARM CARE CENTRE,4624227,4586.16,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,BELLE VUE HOUSE,4641148,41116.04,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,BELLE VUE HOUSE,4641215,5582.40,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,BEWICK LODGE,4641139,19149.01,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,BEWICK LODGE,4641212,1010.40,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,BILLINGHAM GRANGE,4624175,7961.08,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,BIRCHDALE CARE HOME,4624136,1246.76,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,BOWLAND LODGE,4641164,34668.28,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,BRACKENBRAE,4624177,1238.88,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,BRAMPTON COURT,4624108,40835.45,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,BRAMPTON COURT,4624249,1470.90,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,BRIARDENE MH,4641187,26036.16,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,BRIARDENE MH,4641222,2126.00,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,BRIDGE VIEW CARE HOME,4624167,1346.00,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,BROCKWELL COURT,4624190,1386.44,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,BURLAM ROAD,4624128,1801.52,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,BURN BRAE LODGE,4624202,2955.44,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,BYKER HALL,4624125,44356.91,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,BYKER HALL,4624252,1700.80,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,CAMBORNE LODGE,4624200,2639.64,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,CARE PONTELAND,4624109,16803.40,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,CARE SOLUTIONS LTD,4633329,137759.90,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,CARE SOLUTIONS LTD,4633360,34717.08,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,CARE UK HOMECARE,4633350,63074.52,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,CARELINE HOMECARE LTD,4633353,174778.94,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,CARELINE LIFESTYLES LTD,4624186,13887.60,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,CAREWATCH (NEWCASTLE UPON TYNE),4633327,6850.00,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,CAREWATCH (NEWCASTLE UPON TYNE),4633351,50867.11,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,CASTLEBECK CARE (TEESDALE) LTD,4624207,13221.00,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,CAVE RESIDENTIAL HOME,4624139,1363.80,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,CEDAR HOUSE CARE HOME,4624173,4610.22,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,CESTRIA HOUSE,4624087,22371.80,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,CHESTER COURT HOME,4624131,2471.76,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,CHESTERHOLME,4624166,12815.80,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,CIC,4633336,93732.11,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,COLLINGWOOD COURT,4624172,3912.52,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,COMFORT HOUSE,4624101,41262.68,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,COMMUNITY INTEGRATED CARE,4624093,2225.84,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,COMMUNITY INTERGRATED CARE,4641192,1523.92,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,CONISCLIFFE,4641144,22385.63,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,COQUET TRUST,4633342,152609.26,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,CORDINGLEY HOUSE,4624176,5713.92,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,CRAGHALL,4641140,1933.49,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,CRAGSTON COURT,4641165,34755.04,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,CRAIGIELEA LODGE,4624100,1105.96,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,CRANLEA N H,4624237,40287.38,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,DE BALIOL NURSING HOME,4624137,1339.92,Revenue
Adult and Culture,Social Services-Carefirst              ,11/04/10,DEMENTIA CARE PARTNERSHIP,4622577,30017.84,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,DEMENTIA CARE PARTNERSHIP,4633346,59793.29,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,DEMENTIA CARE PARTNERSHIP,4633357,26856.63,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,DEMENTIA CARE PARTNERSHIP,4633361,20225.56,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,DENE PARK HOUSE,4641166,34076.77,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,DENE PARK HOUSE,4641218,4146.80,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,DENECROFT,4641149,10006.40,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,DIMENSIONS,4633331,62997.62,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,DISABILITY NORTH DIRECT PAYMENTS,4641009,23822.60,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,DISABILITY NORTH DIRECT PAYMENTS,4641862,1550.78,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,DOLPHIN PROPERTY CO LTD,4624204,3450.36,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,DOVECOTE,4641167,697.28,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,EIGHTON LODGE,4624110,9077.06,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,ELIZABETH FITZROY SUPPORT,4624240,5437.76,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,ELSWICK HALL NURSING HOME,4624233,79176.61,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,EOTHEN HOMES LTD,4624241,8926.44,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,EXECUTIVE CARE GROUP,4624211,2164.00,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,FAIRFIELD HOUSE,4641168,13081.72,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,FERGUSON LODGE,4641143,43905.17,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,FLEXIBLE SUPPORT OPTIONS UK ( DOMICILIAR,4624144,3302.40,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,FORESIGHT RESIDENTIAL LTD,4624158,2581.48,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,FOXTON COURT,4641202,4025.71,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,GABLES NURSING HOME,4641184,23230.65,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,GABLES NURSING HOME,4641185,17874.26,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,GABLES NURSING HOME,4641221,5582.40,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,GAILEY LODGE,4624105,12240.88,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,GAINFORD CARE HOMES,4624210,1905.76,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,GARDEN LODGE,4641153,41073.24,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,GOOD SHEPHERD SISTERS,4624203,1142.32,Revenue
Adult and Culture,Social Services-Carefirst              ,11/04/10,GRANGE DAY CENTRE,4622573,16748.25,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,HADRIAN HEALTHCARE GROUP,4624182,986.36,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,HADRIAN HOUSE,4641195,3882.44,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,HALLGARTH NURSING HOME,4624111,589.20,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,HARTFORD COURT,4624214,4425.28,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,HARTON GRANGE,4624205,1013.16,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,HARWOOD COURT,4624112,2572.20,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,HEATHDALE CARE LTD,4624096,3182.88,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,HEATHERDALE NURSING HOME (WELLBURN),4624132,1346.00,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,HEATHERFIELD,4624181,12579.04,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,HENSHAWS SOCIETY FOR BLIND PEOPLE,4624147,2827.60,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,HIGHCLIFFE CARE CENTRE,4624221,1127.88,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,HILLCREST LTD,4641189,2866.80,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,HILLFIELD NURSING HOME,4624107,20266.20,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,HILLFIELD NURSING HOME,4624248,850.40,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,HILLSIDE GRANGE,4624113,2241.28,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,HOLYWELL DENE CARE HOME,4641170,2377.48,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,HUNTER HALL RESIDENTS POCKET MONEY A/C,4624085,1013.32,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,INTEGRATED SUPPORT LTD,4624224,7869.14,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,INTERACTIVE SUPPORT LTD,4633334,21946.18,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,KENSINGTON RESIDENTIAL HOME,4641152,39244.12,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,KENSINGTON RESIDENTIAL HOME,4641216,1010.40,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,KENTON HALL N H,4624229,46383.52,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,KENTON HALL N H,4624254,7221.35,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,LANCHESTER COURT CARE HOME,4624223,9574.80,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,LAWRENCE COURT NURSING HOME,4624234,20114.66,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,LEAGREEN COURT RESIDENTS,4624106,59412.26,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,LEAGREEN COURT RESIDENTS,4624247,10252.76,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,LEAZES HALL NURSING HOME,4641172,1314.00,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,LEONARD CHESHIRE FOUNDATION,4641169,2404.16,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,LEONARD CHESHIRE FOUNDATION,4641181,4238.60,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,LEONARD CHESHIRE FOUNDATION,4641205,69632.88,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,LIFEWAYS COMMUNITY CARE,4633335,43001.37,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,LINDISFARNE N H,4624115,1251.60,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,LINKAGE COMMUNITY TRUST,4624102,1910.20,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,LINKAGE COMMUNITY TRUST,4624103,1910.20,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,LOVE WALK,4624153,2842.36,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,LOWGATE CARE HOME,4641174,2778.84,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,MCGOWAN COURT,4641175,20097.20,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,MELROSE HOUSE,4624195,1107.60,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,MELROSE HOUSE,4624196,1107.60,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,MERIT HOME CARE SERVICES,4633355,63488.32,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,MILLDENE,4624116,17500.68,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,MILLDENE,4624117,15491.30,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,MILLDENE,4624250,850.40,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,MINSTER PATHWAYS LTD,4624171,4137.64,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,MONKS HAVEN RESIDENTIAL HOME,4624156,1063.56,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,MONKS HAVEN RESIDENTIAL HOME,4624157,1063.56,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,MOORFIELD HOUSE,4624118,29192.89,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,MOORFIELD HOUSE,4624251,4639.79,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,MOORLANDS CARE HOME,4624162,1291.60,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,MYMIL LTD,4641177,735.60,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,NEW BEGINNINGS (N.E.) LTD,4633337,249451.36,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,NEW PROSPECTS ASSOCIATION LTD,4633344,43433.24,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,NEWBUS GRANGE,4624163,30692.80,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,NEWCASTLE HOME CARE ASSOCIATES,4633352,36444.59,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,NORTHERN LIFE CARE LTD,4633341,14905.20,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,NORTHGATE & PRUDHOE NHS TRUST,4624164,2839.52,Revenue
Adult and Culture,Social Services-Carefirst              ,19/04/10,NORTHGATE & PRUDHOE NHS TRUST,4633332,24858.25,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,NORTHGATE & PRUDHOE NHS TRUST,4641188,2466.60,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,NORTHLEA COURT NH,4624130,5341.20,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,NORWOOD RAVENSWOOD SERVICES LTD,4624239,3533.16,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,OAK LODGE,4624148,1910.20,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,OAK LODGE,4624149,1910.20,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,OAKLANDS,4624174,12694.24,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,OAKWELL NURSING HOME,4624140,1596.00,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,OUTREACH RESIDENTIAL SERVICE,4641176,1845.80,Revenue
Adult and Culture,Social Services-Carefirst              ,26/04/10,PARK HOUSE NURSING HOME,4641146,34790.66,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,PARK VIEW CARE HOME,4624216,3247.48,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,PARKLANDS NURSING HOME,4624090,8083.08,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,PARKSIDE NORTHERN LTD T/A HOLMLEA,4624114,2453.32,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,PARKSIDE NORTHERN LTD T/A THE CHESTERS,4624226,1263.60,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,PAVILION COURT CARE HOME,4624170,51485.82,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,PAVILION COURT CARE HOME,4624253,1860.80,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,PEMBROKE REST HOME,4624086,9641.12,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,PERCY HEDLEY CENTRE,4624197,9880.88,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,PERCY HOUSE,4624119,4650.60,Revenue
Adult and Culture,Social Services-Carefirst              ,12/04/10,PHILIP CUSSINS HOUSE,4624225,3055.59,Revenue
