Body,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale BC,16/01/2014,GM BUSINESS SUPPORT LIMITED,Consultancy,ECONOMY AND ENVIRONMENT,BUSINESS SUPPORT (S106 158K),"£10,000.00"
Rochdale BC,15/01/2014,GMCA,Financial Services,ECONOMY AND ENVIRONMENT,GMPTE LEVY,"£1,563,100.00"
Rochdale BC,15/01/2014,GRAFFIX SYSTEMS LTD,Consultancy,EARLY HELP AND SCHOOLS,STRONGER FAMILIES PROGRAMME DELIVERY,"£5,750.00"
Rochdale BC,15/01/2014,GRANT THORNTON UK LLP,Financial Services,FINANCE SERVICES,CENTRAL FINANCE  SYSTEMS AND ADMIN,"£31,390.00"
Rochdale BC,16/01/2014,GRAVITAS RECRUITMENT GROUP,Human Resources,CORPORATE SERVICES,REFRESH PROGRAMME,"£1,375.00"
Rochdale BC,16/01/2014,GRAVITAS RECRUITMENT GROUP,Human Resources,CORPORATE SERVICES,REFRESH PROGRAMME,"£2,625.00"
Rochdale BC,22/01/2014,GRAVITAS RECRUITMENT GROUP,Human Resources,CORPORATE SERVICES,REFRESH PROGRAMME,"£1,875.00"
Rochdale BC,31/01/2014,GRAVITAS RECRUITMENT GROUP,Human Resources,CORPORATE SERVICES,REFRESH PROGRAMME,"£1,875.00"
Rochdale BC,03/01/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,217.57"
Rochdale BC,10/01/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,414.89"
Rochdale BC,16/01/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,011.75"
Rochdale BC,24/01/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,577.49"
Rochdale BC,31/01/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,586.42"
Rochdale BC,24/01/2014,GREATER MANCHESTER BUILDING PRESERVATION TRUST,Financial Services,ECONOMY AND ENVIRONMENT,MIDDLETON TOWNSHIP HERITAGE INITIATIVE,£500.00
Rochdale BC,14/01/2014,GREATER MANCHESTER PROBATION  SERVICE TRUST,Custody,PUBLIC HEALTH,PUBLIC HEALTH COMMISSIONING,"£4,463.00"
Rochdale BC,30/12/2013,GREEN BROTHERS LTD,Building Construction Materials,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,"£2,596.92"
Rochdale BC,01/01/2014,GRIFFIN  DEVELOPMENTS LTD,"Works - Construction, Repair & Maintenance",LEARNING DIS & MENTAL HEALTH,DAY SERVICES MANAGEMENT/ADMIN,"£3,049.75"
Rochdale BC,24/01/2014,GROSVENOR FACILITIES MANAGEMENT LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,SCHOOLS BUSINESS UNIT,"£1,982.50"
Rochdale BC,13/01/2014,GROUNDWORK LANDSCAPES LIMITED,Horticultural,CORPORATE SERVICES,BURGLARY REDUCTION SCHEME,"£1,440.00"
Rochdale BC,07/01/2014,GROUNDWORK LANDSCAPES LIMITED,Horticultural,CORPORATE SERVICES,MIDDLETON MUGA,£950.00
Rochdale BC,13/01/2014,GTM ELECTRICAL SERVICES LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,BUILDINGS PROGRAMME/URGENT H&S CONTINGEN,£546.16
Rochdale BC,31/12/2013,GTM ELECTRICAL SERVICES LIMITED,Building Construction Materials,PROPERTY AND HIGHWAYS,HANSON CLOSE INDUSTRIAL ESTATE,"£3,197.84"
Rochdale BC,22/01/2014,GUARDIAN NEWS & MEDIA LTD,Human Resources,LEARNING DIS & MENTAL HEALTH,LD PROVIDER MANAGEMENT & ADMIN,"£1,800.00"
Rochdale BC,03/01/2014,H A BURROW,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£676.00
Rochdale BC,03/01/2014,H A BURROW,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£690.00
Rochdale BC,03/01/2014,H A BURROW,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£630.00
Rochdale BC,07/01/2014,H BELL & SONS (ROCHDALE) LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,FEASIBILITY SURVEYS AND OPTION APPRAISAL,"£1,741.35"
Rochdale BC,07/01/2014,H BELL & SONS (ROCHDALE) LTD,Building Construction Materials,CORPORATE SERVICES,MIDDLETON LIBRARY REFURB,"£36,174.93"
Rochdale BC,21/01/2014,H JENKINSON & CO LTD,Stationery,CORPORATE SERVICES,ROCHDALE CENTRAL LIBRARY,£646.49
Rochdale BC,06/01/2014,HALLIDAY JAMES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,£541.00
Rochdale BC,08/01/2014,HALLIDAY JAMES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,£534.00
Rochdale BC,13/01/2014,HAMMONDS LLP,Legal Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,"£2,091.54"
Rochdale BC,13/01/2014,HAMMONDS LLP,Legal Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,"£1,303.50"
Rochdale BC,13/01/2014,HAMMONDS LLP,Legal Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,£878.51
Rochdale BC,06/01/2014,HAPPY JACKS CHILDREN DAY NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,470.15"
Rochdale BC,06/01/2014,HAPPY JACKS CHILDREN DAY NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£7,120.62"
Rochdale BC,06/01/2014,HAPPYTOTS,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£9,310.95"
Rochdale BC,06/01/2014,HAPPYTOTS,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£13,012.65"
Rochdale BC,06/01/2014,HAWARDEN HOUSE PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,767.15"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT ADMIN,"£1,065.43"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT ADMIN,"£4,154.63"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT ADMIN,"£1,462.14"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT SOCIAL WORK,"£11,071.22"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT SOCIAL WORK,"£20,736.20"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT SOCIAL WORK,"£45,882.76"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT SOCIAL WORK,"£24,896.92"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT SOCIAL WORK,"£19,945.87"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£1,107.43"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£1,107.43"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£2,005.35"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£1,107.43"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£1,993.21"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,"£1,609.12"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,"£1,609.12"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,"£3,317.46"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,"£1,741.28"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,£563.14
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,£862.12
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£1,726.56"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£2,586.75"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£1,293.17"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,ADVISORY SERVICE  GENERAL,£857.29
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,ADVISORY SERVICE  GENERAL,"£1,445.08"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,ADVISORY SERVICE  GENERAL,£795.45
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,ASSISTIVE TECHNOLOGY,£581.24
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,ASSISTIVE TECHNOLOGY,£590.84
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,ASSISTIVE TECHNOLOGY,"£1,042.74"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,BOROUGHWIDE LIBRARIES,"£1,130.72"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,BUSINESS SERVS  INTERNAL AUDIT,£509.94
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,BUSINESS SERVS  INTERNAL AUDIT,£551.07
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£4,271.41"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,£805.86
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,CENTRAL FINANCE  SYSTEMS AND ADMIN,£701.64
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC ADMINISTRATION,£944.07
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,"£4,366.07"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,"£4,273.82"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,"£9,815.29"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,"£5,146.97"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,"£6,117.98"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,COMMITTEE SERVICES,£821.02
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,COMMITTEE SERVICES,£821.03
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY OCCUPATIONAL THERAPY &HANDLING,£899.43
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY OCCUPATIONAL THERAPY &HANDLING,"£1,567.63"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY OCCUPATIONAL THERAPY &HANDLING,"£1,349.54"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY OCCUPATIONAL THERAPY &HANDLING,"£1,074.35"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£1,584.36"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,CORPORATE PROCUREMENT,£932.22
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,CORPORATE PROCUREMENT,£650.16
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,CORPORATE PROCUREMENT,"£1,967.70"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,CORPORATE PROCUREMENT,£663.71
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,CORPORATE PROCUREMENT,£871.83
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,COUNCIL TAX LIABILITY AND RECOVERY,"£1,852.12"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£11,599.65"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£9,607.40"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£25,560.28"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£8,638.38"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£19,171.00"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CSE RESOURCES,"£4,228.43"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CSE RESOURCES,"£5,105.59"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CSE RESOURCES,"£12,675.51"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CSE RESOURCES,"£7,229.00"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CSE RESOURCES,"£6,384.71"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CUSTOMER ADVOCACY,"£2,240.30"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CUSTOMER ADVOCACY,"£1,066.54"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CUSTOMER ADVOCACY,"£3,692.26"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CUSTOMER ADVOCACY,"£1,731.26"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CUSTOMER ADVOCACY,"£1,099.77"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,DEBT RECOVERY TEAM,"£1,732.19"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,DEBT RECOVERY TEAM,"£1,799.26"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,DEBT RECOVERY TEAM,"£3,390.61"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,DEBT RECOVERY TEAM,"£1,849.25"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,DEBT RECOVERY TEAM,"£1,707.84"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£6,028.65"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£3,643.32"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£6,553.68"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£3,562.71"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£1,926.25"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£24,119.57"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£26,722.83"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£12,855.73"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DOWLING STREET OCC THERAPY,£807.92
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DOWLING STREET OCC THERAPY,"£1,090.66"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,"£1,657.90"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,£731.62
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,"£1,794.20"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,£690.30
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,"£1,436.25"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£6,367.00"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£6,317.59"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£24,472.30"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£6,528.47"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£2,554.90"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£1,303.28"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£3,271.78"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£1,405.54"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£2,340.42"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,£592.39
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,£592.39
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"£1,207.82"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,£592.39
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,FINANCIAL SUPPORT CROSS SERVICE BUDGETS,£674.30
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET AND TRANSPORT SERVICE M AND SS,£979.49
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,£655.63
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,"£1,140.99"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,£655.63
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£3,112.56"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£2,084.86"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£8,952.75"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£5,544.46"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£7,005.33"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,£998.80
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,HEAD OF SERVICE,£620.46
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,£998.80
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,HEAD OF SERVICE,£850.26
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"£1,871.92"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,HEAD OF SERVICE,"£1,867.81"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"£1,025.12"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,HEAD OF SERVICE,£850.26
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"£1,319.60"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,HEAD OF SERVICE,"£1,784.82"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,HIGHWAYS CAPITAL INVESTMENT,£576.23
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,HIGHWAYS CAPITAL INVESTMENT,£595.03
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,HIGHWAYS CAPITAL INVESTMENT,£869.10
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,HIGHWAYS CAPITAL INVESTMENT,£586.40
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,HIGHWAYS CAPITAL INVESTMENT,£605.01
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,LEARNING & DEVELOPMENT,"£1,029.79"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,LEARNING & DEVELOPMENT,£988.64
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,LEARNING & DEVELOPMENT,"£1,389.44"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,LEARNING & DEVELOPMENT,£988.64
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,LEARNING & DEVELOPMENT,£988.64
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,LITIGATION SECTION,"£2,397.75"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,LITIGATION SECTION,"£3,585.93"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,LITIGATION SECTION,"£2,101.82"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,LITIGATION SECTION,"£1,720.38"
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,LITIGATION SECTION,"£1,151.30"
Rochdale BC,22/01/2014,HAYS SOCIAL CARE,Human Resources,LEARNING DIS & MENTAL HEALTH,MANAGEMENT MH AND LD,"£1,289.34"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,LEARNING DIS & MENTAL HEALTH,MANAGEMENT MH AND LD,"£3,099.38"
Rochdale BC,29/01/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,408.39"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,MERCURY ABATEMENT,£846.53
Rochdale BC,30/12/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,MERCURY ABATEMENT,"£2,470.79"
Rochdale BC,23/01/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,MIDD PIF & TOWNSHIP FUNDING STREET SERV,"£1,118.46"
