Organisation,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale,15/04/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,ST CUTHBERTS RC SECONDARY(BSF),"£541,904.31"
Rochdale,14/04/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WAN CONNECTIVITY CHARGES,"£21,124.95"
Rochdale,14/04/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WAN CONNECTIVITY CHARGES,"£21,124.95"
Rochdale,08/04/2014,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,HOLLINGWORTH PFI,"£308,638.67"
Rochdale,16/04/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WARDLE AND FALINGE PFI,"£377,982.39"
Rochdale,02/04/2014,ISAAC BUTTERWORTH (IRONFOUNDERS) LIMITED,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,"£1,125.00"
Rochdale,04/04/2014,ISAAC BUTTERWORTH (IRONFOUNDERS) LIMITED,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,"£2,100.00"
Rochdale,24/04/2014,ISAAC BUTTERWORTH (IRONFOUNDERS) LIMITED,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,£840.00
Rochdale,08/04/2014,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,EVENTS GENERAL,"£2,391.14"
Rochdale,04/04/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HEYWOOD RISING BOLLARD,£625.00
Rochdale,16/04/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP BRIDGE STREET,"£111,319.94"
Rochdale,11/04/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP HUDDERSFIELD ROAD,"£28,917.41"
Rochdale,16/04/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP MANCHESTER ROAD,£527.15
Rochdale,09/04/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP MARLBOROUGH STREET,"£28,849.46"
Rochdale,23/04/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP NORDEN ROAD,"£41,316.07"
Rochdale,09/04/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP QUEENS PARK ROAD - LOCALISED REPAIRS,"£86,833.42"
Rochdale,09/04/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP RAINES CREST,"£20,552.44"
Rochdale,16/04/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,PILSWORTH HGV,"£6,864.23"
Rochdale,16/04/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,PILSWORTH ROAD BOLLARD/CCTV,"£54,278.96"
Rochdale,08/04/2014,J GREENWOOD (BUILDERS) LIMITED       (S),"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,ST ANDREW'S CE - PLACE PLANNING,"£40,094.34"
Rochdale,25/04/2014,KABERRY CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,WINTER SERVICE DEPOT,"£217,379.58"
Rochdale,04/04/2014,MASSEY & HARRIS (ENGINEERING) LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,"£1,402.50"
Rochdale,01/04/2014,MILLS INITIATIVES LIMITED,"Works - Construction, Repair & Maintenance",CHILDREN’S SOCIAL CARE,CROSSFIELD MILL,"£50,700.00"
Rochdale,07/04/2014,NEWLINE ADAPTATIONS LTD,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£15,120.00"
Rochdale,03/04/2014,NORTH WEST REGIONAL YOUTH WORK UNIT,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,GENERAL BOROUGHWIDE YOUTH SERVICE,£750.00
Rochdale,03/04/2014,SMW ARCHITECTS,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,"£10,500.00"
Rochdale,08/04/2014,SPRINGFIELD MOBILE LIMITED,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,Primary School Place-Planning (Mod10/11),"£2,000.00"
Rochdale,08/04/2014,ST JOHNS DOMESTIC LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,165.00"
Rochdale,15/04/2014,THOMAS KERSHAW BUILDERS LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,CASTLETON ROOF REPLMT TO KS2 BLDG & CRDS,"£4,487.77"
