Department,Entity,Posted Date,Internal Voucher Number,  Invoice Line Amount Net GBP  ,Supplier Name,Account Name,,,,,
FCO,FCO,24/01/2017,8952228," 29,443.04 ",BRITISH COUNCIL,Rental Payments - residential,,,,,
FCO,FCO,24/01/2017,8952230," 52,114.17 ",MANTRAC TANZANIA LIMITED,Rental Payments - residential,,,,,
FCO,FCO,20/01/2017,8947633," 26,737.00 ",INTERNATIONAL GOVERNANCE AND RISK LIMITED GOVRISK,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,24/01/2017,8952635," 26,688.07 ",PURSUE LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,12/01/2017,8917472," 26,666.16 ",BMW AG,Recharge Suspense Account (Oracle PA Control Account),,,,,
FCO,FCO,01/01/2017,8802482," 26,604.82 ",SOFTWARE BOX LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,17/01/2017,8943102," 26,604.82 ",SOFTWARE BOX LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,19/01/2017,8946405," 26,565.74 ",PANAFRIEL HOLDINGS LIMITED,Fuel,,,,,
FCO,FCO,26/01/2017,8955278," 26,521.49 ",PRICE SANOND PRABHAS AND WYNNE,Estates Management Services,,,,,
FCO,FCO,12/01/2017,8925474," 26,503.00 ",HRANT DINK VAKFI,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,25/01/2017,8953894," 26,425.00 ",FCO SERVICES,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,20/01/2017,8947335," 26,418.33 ",IMPULSE ENGINEERING LTD,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,20/01/2017,8947475," 26,403.89 ",DISCOVERY MEDICAL AID,Multiple Accounts,,,,,
FCO,FCO,25/01/2017,8954238," 45,805.80 ",ZAVOD ZA VODOPRIVREDU DD SARAJEVO,Rental Payments - non residential,,,,,
FCO,FCO,05/01/2017,8834665," 26,302.50 ",MAZEPOINT LTD,Information Systems Maintenance,,,,,
FCO,FCO,19/01/2017,8946396," 26,238.00 ",BRITISH COUNCIL ALGERIA,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,16/01/2017,8939621," 26,160.52 ",G4S SECURITY SERVICES,Local Guards,,,,,
FCO,FCO,31/01/2017,8960266," 26,115.63 ",AVARN SECURITY OY,Local Guards,,,,,
FCO,FCO,10/01/2017,8883424," 26,107.36 ",AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,25/01/2017,8954021," 26,064.00 ",CLIMATE BONDS INITIATIVE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,24/01/2017,8952005," 25,730.85 ",PILIGRIM DEMO,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,24/01/2017,8952630," 25,699.37 ",THE SLYNN FOUNDATION,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,11/01/2017,8907430," 25,692.00 ",FCO SERVICES,Freight & Customs Clearance Charges,,,,,
FCO,FCO,26/01/2017,8955267," 27,807.31 ",GENSLER,Residential Property Services,,,,,
FCO,FCO,27/01/2017,8956209," 736,075.90 ",ACCOMODATION PROVIDER,Rental Payments - residential,,,,,
FCO,FCO,25/01/2017,8953833," 25,629.00 ",IHS (GLOBAL) LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,27/01/2017,8956150," 25,594.49 ",WESTMINSTER KINGSWAY COLLEGE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,26/01/2017,8955149," 25,484.64 ",COMPUTACENTER UK LTD,IT/IS Consultancy,,,,,
FCO,FCO,27/01/2017,8956057," 25,466.87 ",CARBON TRUST ADVISORY LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,10/01/2017,8890433," 25,461.50 ",REUNITE,Human Rights: Child Abduction,,,,,
FCO,FCO,30/01/2017,8959377," 25,450.05 ",HOME OFFICE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,23/01/2017,8951004," 25,396.05 ",FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges,,,,,
FCO,FCO,26/01/2017,8955212," 25,283.28 ",HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,17/01/2017,8942866," 25,018.40 ",UNHAS SOMALIA,Post - Air Travel,,,,,
FCO,FCO,30/01/2017,8958490," 33,372.05 ",NEW ERA OIL AND GAS,Fuel Oil Residential,,,,,
FCO,FCO,30/01/2017,8958531," 31,316.31 ",TEL AVIV MUNICIPALITY,Rental Payments - non residential,,,,,
FCO,FCO,20/01/2017,8947678,"-26,604.82 ",SOFTWARE BOX LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,30/01/2017,8958831," 1,061,009.83 ",BRUMMERIA PROPERTIES LTD,Rental Payments - residential,,,,,
FCO,FCO,18/01/2017,8945214,"-29,829.11 ",NEXT GENERATION ENROLLMENT,US Healthcare Contract,,,,,
FCO,FCO,24/01/2017,8952003,"-29,958.32 ",BUR OTHER DEBTORS,Recharge Suspense Account (Oracle PA Control Account),,,,,
FCO,FCO,01/01/2017,8783444,"-30,500.00 ",BRITISH COUNCIL ALGERIA,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,11/01/2017,8898507,"-31,188.82 ",NEXT GENERATION ENROLLMENT,US Healthcare Contract,,,,,
FCO,FCO,06/01/2017,8850773,"-32,169.00 ",MABEY BRIDGE LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,30/01/2017,8959314," 167,049.59 ",TORRE ESPACIO CASTELLANA SAU,Rental Payments - non residential,,,,,
FCO,FCO,20/01/2017,8947773,"-33,830.00 ",VIVID ECONOMICS LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,19/01/2017,8946224,"-34,140.00 ",AGILE BYTE LIMITED,IT/IS Consultancy,,,,,
FCO,FCO,01/01/2017,8437442,"-34,201.94 ",COMPUTACENTER UK LTD,Multiple Accounts,,,,,
FCO,FCO,16/01/2017,8942177,"-35,620.34 ",CROWN AGENTS,Payments On Behalf Of Other External Orgns,,,,,
FCO,FCO,01/01/2017,8679447,"-36,463.02 ",ARTICLE 19,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,20/01/2017,8947800,"-37,518.57 ",BLS OTHER DEBTORS,Overseas Reclaimable Taxes,,,,,
FCO,FCO,06/01/2017,8850770,"-38,602.80 ",MABEY BRIDGE LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,23/01/2017,8599471,"-44,691.25 ",GOVERNMENT OF BELIZE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,31/01/2017,8960232,"-25,431.62 ",IND OTHER DEBTORS,Property Maintenance Overseas Non Residential,,,,,
FCO,FCO,01/01/2017,8576576,"-52,038.00 ",BOUYGUES CONSTRUCTION NIGERIA LIMITED,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,18/01/2017,8944995,"-56,564.98 ",SECURITY SERVICES GROUP,Misc Security Payments,,,,,
FCO,FCO,04/01/2017,8823475,"-59,239.36 ",ZIH OTHER DEBTORS,Overseas Reclaimable Taxes,,,,,
FCO,FCO,01/01/2017,8783443,"-59,545.00 ",BRITISH COUNCIL ALGERIA,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,01/01/2017,8496670,"-63,875.00 ",COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,18/01/2017,8945126,"-63,875.00 ",COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,01/01/2017,7475439,"-65,733.74 ",HISHAM MAHMOUD ABDELRAHIM AHMED,Recharge Suspense Account (Oracle PA Control Account),,,,,
FCO,FCO,01/01/2017,6860467,"-68,835.00 ",CABINET OFFICE,Misc Security Payments,,,,,
FCO,FCO,31/01/2017,8960588,"-71,798.24 ",ETA OTHER DEBTORS,Unaccompanied Air Freight,,,,,
FCO,FCO,01/01/2017,8687666,"-75,000.00 ",INTERNATIONAL CRIMINAL COURT,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,01/01/2017,8552433,"-85,150.00 ",COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,18/01/2017,8945112,"-85,150.00 ",COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,13/01/2017,8929546,"-86,243.31 ",ZIH OTHER DEBTORS,Overseas Reclaimable Taxes,,,,,
FCO,FCO,01/01/2017,8793513,"-102,424.00 ",TRANSNATIONAL CRISIS PROJECT,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,01/01/2017,8793517,"-102,424.00 ",TRANSNATIONAL CRISIS PROJECT,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,01/01/2017,5644292,"-126,440.89 ",JUDIN COMBRINCK INC,Multiple Accounts,,,,,
FCO,FCO,01/01/2017,8705468,"-136,107.00 ",IOM INTERNATIONAL ORG FOR MIGRATION,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,05/01/2017,8672428,"-138,844.89 ",GLOBAL C ENGAGE RESILIENCE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,01/01/2017,8793516,"-153,637.00 ",TRANSNATIONAL CRISIS PROJECT,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,01/01/2017,5644296,"-168,277.97 ",JUDIN COMBRINCK INC,Multiple Accounts,,,,,
FCO,FCO,01/01/2017,8802434,"-174,753.20 ",VODAFONE LTD CABLE AND WIRELESS UK,Multiple Accounts,,,,,
FCO,FCO,27/01/2017,8955927,"-327,071.30 ",FCO SERVICES,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,01/01/2017,8669431,"-400,000.00 ",UNITED NATIONS,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,01/01/2017,8519433,"-436,339.73 ",ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts,,,,,
FCO,FCO,31/01/2017,8960358," 253,136.54 ",MORSON HUMAN RESOURCES LTD,Residential Property Services,,,,,
FCO,FCO,01/01/2017,8760470,"-1,000,000.00 ",AFRICAN UNION PEACE FUND,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,01/01/2017,8687432,"-3,046,454.09 ",NATO,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,06/01/2017,8817424,"-3,049,820.62 ",NATO,Programme Spend (Oracle Projects Control Account),,,,,
