Department Family,Entity,Date,Expense Type,Expense Area,Supplier,SME,Transaction Number,Amount,Description,Expenditure Type
Land Registry,Land Registry,20/04/2015,Parcel and Datapost,Peterborough Office,Royal Mail,Large,1106515,0.50,Parcel and Datapost,Administration
Land Registry,Land Registry,10/04/2015,Major Property Maintenance Projects,Central Facilities Management Team,Sitec Building and Maintenance Ltd,SME,1105576,"80,379.74",Major Property Maintenance Projects,Administration
Land Registry,Land Registry,30/04/2015,Fixed Asset Interface Account,Balance Sheet,Software Box Ltd,SME,1107668,"285,320.33",Computer Assets,Administration
Land Registry,Land Registry,30/04/2015,Computer Equipment Maintenance,IS Service Delivery,Software Box Ltd,SME,1107668,"45,873.78",Computer Equipment Maintenance,Administration
Land Registry,Land Registry,27/04/2015,Rates Payable,Governance & Policy,South Hams District Council,Large,1103042,"4,560.00",Rates Payable,Administration
Land Registry,Land Registry,27/04/2015,Rates Payable,RFS11 - Plymouth,South Hams District Council,Large,1103043,"7,987.00",Rates Payable,Administration
Land Registry,Land Registry,20/04/2015,Fixed Asset Interface Account,Balance Sheet,Specialist Computer Centres Plc - SCC,Large,1104664,"125,676.74",Computer Assets,Administration
Land Registry,Land Registry,07/04/2015,Computer Equipment Maintenance,IS Service Delivery,Specialist Computer Centres Plc - SCC,Large,1104663,"467,445.00",Computer Equipment Maintenance,Administration
Land Registry,Land Registry,20/04/2015,Computer Equipment Maintenance,IS Service Delivery,Specialist Computer Centres Plc - SCC,Large,1104664,"21,827.27",Computer Equipment Maintenance,Administration
Land Registry,Land Registry,20/04/2015,Computer Equipment Maintenance,IS Service Delivery,Specialist Computer Centres Plc - SCC,Large,1104671,"437,573.54",Computer Equipment Maintenance,Administration
Land Registry,Land Registry,02/04/2015,Software as a Service (Cloud),IS Service Delivery,Specialist Computer Centres Plc - SCC,Large,1104662,"111,714.54",Software as a Service (Cloud),Administration
Land Registry,Land Registry,24/04/2015,Software as a Service (Cloud),IS Service Delivery,Specialist Computer Centres Plc - SCC,Large,1107231,"193,030.52",Software as a Service (Cloud),Administration
Land Registry,Land Registry,27/04/2015,Rates Payable,Telford Office,Telford & Wrekin Council,Large,1103039,"25,390.00",Rates Payable,Administration
Land Registry,Land Registry,27/04/2015,Rates Payable,Gloucester Computer Centre,Tewkesbury Borough Council,Large,1101942,"11,783.00",Rates Payable,Administration
Land Registry,Land Registry,08/04/2015,Maps & Plans Data Migration,Forward Scanning,TNT (UK) Ltd,Large,1105125,"207,188.60",Maps & Plans Data Migration,Administration
Land Registry,Land Registry,15/04/2015,RFS Outsourced Services,Central RFS,TNT (UK) Ltd,Large,1106067,"114,652.68",File Store Outsourced Services,Administration
Land Registry,Land Registry,16/04/2015,RFS Outsourced Services,Central RFS,TNT (UK) Ltd,Large,1106288,"188,116.21",File Store Outsourced Services,Administration
Land Registry,Land Registry,28/04/2015,Consultancy Non-IT Advice Only,LR Connect Portfolio,UK Shared Business Services Ltd,Large,1103921,"23,205.00",Consultancy Non-IT Advice Only,Administration
Land Registry,Land Registry,20/04/2015,Data Network Lines,IS Service Delivery,Vodafone Corporate Ltd,Large,1105898,"78,106.60",Data Network Lines,Administration
Land Registry,Land Registry,07/04/2015,Rates Payable,Weymouth Office,West Dorset District Council,Large,1104080,"19,352.50",Rates Payable,Administration
Land Registry,Land Registry,02/04/2015,Rates Payable,Birkenhead Office,Wirral Metrpolitan Borough Council,Large,1103044,"3,524.50",Rates Payable,Administration
Land Registry,Land Registry,02/04/2015,Rates Payable,Birkenhead Office,Wirral Metrpolitan Borough Council,Large,1103045,"25,143.00",Rates Payable,Administration
Land Registry,Land Registry,14/04/2015,Computer Equipment Consumables,Birkenhead Office,XMA Limited,Large,1105908,"7,914.57",Computer Equipment Consumables,Administration
Land Registry,Land Registry,14/04/2015,Computer Equipment Consumables,Coventry Office,XMA Limited,Large,1105908,"10,148.90",Computer Equipment Consumables,Administration
Land Registry,Land Registry,14/04/2015,Computer Equipment Consumables,Croydon Office,XMA Limited,Large,1105908,"2,303.23",Computer Equipment Consumables,Administration
Land Registry,Land Registry,14/04/2015,Computer Equipment Consumables,Durham Office,XMA Limited,Large,1105908,"5,906.67",Computer Equipment Consumables,Administration
Land Registry,Land Registry,14/04/2015,Computer Equipment Consumables,Fylde Office,XMA Limited,Large,1105908,"2,937.34",Computer Equipment Consumables,Administration
Land Registry,Land Registry,14/04/2015,Computer Equipment Consumables,Gloucester Office,XMA Limited,Large,1105908,"5,311.34",Computer Equipment Consumables,Administration
Land Registry,Land Registry,14/04/2015,Computer Equipment Consumables,Hull Office,XMA Limited,Large,1105908,"6,274.87",Computer Equipment Consumables,Administration
Land Registry,Land Registry,14/04/2015,Computer Equipment Consumables,Internal Solutions Group,XMA Limited,Large,1105908,923.27,Computer Equipment Consumables,Administration
Land Registry,Land Registry,14/04/2015,Computer Equipment Consumables,Leicester Office,XMA Limited,Large,1105908,"3,385.89",Computer Equipment Consumables,Administration
Land Registry,Land Registry,14/04/2015,Computer Equipment Consumables,Nottingham Office,XMA Limited,Large,1105908,"3,286.30",Computer Equipment Consumables,Administration
Land Registry,Land Registry,14/04/2015,Computer Equipment Consumables,Plymouth Office,XMA Limited,Large,1105908,"7,017.04",Computer Equipment Consumables,Administration
Land Registry,Land Registry,14/04/2015,Computer Equipment Consumables,Telford Office,XMA Limited,Large,1105908,"3,430.94",Computer Equipment Consumables,Administration
Land Registry,Land Registry,14/04/2015,Computer Equipment Consumables,Wales Office,XMA Limited,Large,1105908,"5,918.81",Computer Equipment Consumables,Administration
Land Registry,Land Registry,14/04/2015,Computer Equipment Consumables,Weymouth Office,XMA Limited,Large,1105908,"5,193.88",Computer Equipment Consumables,Administration
