OrganisationLabel,OrganisationURI,AccountName1,AccountName2,BAReference,PropertyAddress1,PropertyAddress2,PropertyAddress3,PropertyAddress4,PropertyAddress5,PropertyAddress6,PropertyPostcode,RateableValue,BillFrom,BillTo,BillCredit,AccountCredit,AccountAddress1,AccountAddress2,AccountAddress3,AccountAddress4,AccountPostcode
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS PROPERTY SERVICES LTD,EO2 PAYABLES F475,000552900005B6,,,PASTURE ROAD HEALTH CENTRE,PASTURE ROAD,WIRRAL,MERSEYSIDE,CH46 8SA,28500,01/04/2011,01/04/2012,-108.25,-444.00,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 7QT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS PROPERTY SERVICES LTD,EO2 PAYABLES F475,000552900005B6,,,PASTURE ROAD HEALTH CENTRE,PASTURE ROAD,WIRRAL,MERSEYSIDE,CH46 8SA,28500,01/04/2010,01/04/2011,-103.50,-444.00,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 7QT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS PROPERTY SERVICES LTD,EO2 PAYABLES F475,000552900005B6,,,PASTURE ROAD HEALTH CENTRE,PASTURE ROAD,WIRRAL,MERSEYSIDE,CH46 8SA,28500,01/04/2013,01/04/2014,-117.75,-444.00,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 7QT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS WIRRAL CCG,99B PAYABLES K985,0007437A000407,,,THE CONCOURSE HEALTH CENTRE,GRANGE ROAD,WIRRAL,MERSEYSIDE,CH48 4HX,23250,01/04/2012,01/04/2013,-114.50,-182.79,PHOENIX HOUSE,TOPCLIFFE LANE,TINGLEY,WAKEFIELD,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS WIRRAL CCG,99B PAYABLES K985,0007437A000407,,,THE CONCOURSE HEALTH CENTRE,GRANGE ROAD,WIRRAL,MERSEYSIDE,CH48 4HX,23250,01/04/2011,01/04/2012,-68.29,-182.79,PHOENIX HOUSE,TOPCLIFFE LANE,TINGLEY,WAKEFIELD,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NORTHERN TRUST COMPANY LTD,,0005124C001008,,,10 LOGAN ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1JJ,2950,01/04/2015,30/12/2015,-369.55,-369.55,C/O JONES LANG LASALLE,ONE PICCADILY GARDENS,MANCHESTER,,M1 1RG
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NOS 4 LTD,INTERNOS GLOBAL INVESTORS LTD,00043310013209,,,132-134 POULTON ROAD,WALLASEY,MERSEYSIDE,,CH44 9DL,6100,01/04/2016,29/11/2016,-718.64,-718.64,65 GROSVENOR STREET,LONDON,,,W1K 3JH
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NOS 4 LTD,,000832100050A1,,,50 PENSBY ROAD,HESWALL,WIRRAL,MERSEYSIDE,CH60 7RE,12750,30/04/2014,01/12/2014,-55.79,-55.79,C/O INTERNOS GLOBAL,65 GROSVENOR STREET,LONDON,,W1K 3JH
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NOS2 LTD,C/O EDDISONS PROPERTY MANAGEMENT,000302200790DA,,,VACANT PT UNIT 1A AT,"790, BOROUGH ROAD",BIRKENHEAD,MERSEYSIDE,CH42 9JG,8000,01/04/2013,27/09/2013,-758.53,-758.53,65,GROSVENOR STREET,LONDON,,W1K 3JH
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NUSTAR EASTHAM LTD,,00069710003007,MANCHESTER SHIP CANAL TO,PANOCEAN,BEBINGTON,WIRRAL,MERSEYSIDE,,CH62 0DG,11300,01/04/2012,01/04/2013,-0.67,-0.67,CHATDWORTH HOUSE,29 BROADWAY,MAIDENHEAD,BERKSHIRE,SL6 1LY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NUTSHELL LEISURE LTD,,00077030000604,,,THE HILLTOP,19 BLACKHORSE HILL,WIRRAL,MERSEYSIDE,CH48 6DS,29250,01/04/2015,28/08/2015,-35.31,-35.31,THE HOOTON HOTEL,HOOTON ROAD,HOOTON,,CH66 7NL
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,OLCI CONSTRUCTION TRAINING LTD,IN ADMINISTRATION,0006948A0008B7,,,8 WRYNOSE ROAD,WIRRAL,MERSEYSIDE,,CH62 3QD,17250,01/04/2014,06/05/2014,-37.66,-37.66,C/O KPMG,6 SALISBURY SQUARE,LONDON,,CH41 6BU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ORANGE PCS LTD,,0004263000208A,,,ORANGE (MER 208) ROOFTOP AT,MANOR CHURCH CENTRE,SEABANK ROAD,WALLASEY,CH44 0EE,8600,17/05/2012,01/04/2013,-7355.47,-7355.47,C/O GVA (BUSINESS RATES TM),PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,B2 2UY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ORGANICA UK LTD,,0005069D000DA9,,,9 SOVEREIGN WAY,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DL,23250,01/04/2016,03/10/2016,-1074.48,-1074.48,4 SOVEREIGN WAY,DOCK ROAD,BIRKENHEAD,,CH41 1DL
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ORINETAL DELIGHT (NW) LIMITED,,000607800190A1,,,188-190 BEBINGTON ROAD,BEBINGTON,WIRRAL,MERSEYSIDE,CH63 7NX,8900,01/04/2016,28/11/2016,-83.30,-83.30,31,GROVEDALE DRIVE,MORETON,WIRRAL,CH46 9SN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,P R G ARCHITECTURAL GLAZING LTD,IN LIQUIDATION,0006074A0005B7,,,5 - 7 BASSENDALE ROAD,BROMBOROUGH,WIRRAL,MERSEYSIDE,CH62 3QL,66500,01/04/2012,19/07/2012,-47.86,-47.86,C/O LEONARD CURTIS,TOWER 12,18/22 BRIDGE STREET,"SPINNINGFIELDS, MANCHESTER",M3 3BZ
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PARITY COMMERCIAL,,000663100007A8,,,CARILLION 1ST & 2ND FLOORS,PORT CAUSEWAY,WIRRAL,MERSEYSIDE,CH62 4SZ,60500,01/04/2015,01/04/2015,-488.96,-488.96,THERMAL ROAD,BROMBOROUGH,WIRRAL,MERSEYSIDE,CH62 4YB
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PARITY COMPUTERS LTD,,000663100007A8,,,CARILLION 1ST & 2ND FLOORS,PORT CAUSEWAY,WIRRAL,MERSEYSIDE,CH62 4SZ,60500,01/04/2016,01/04/2016,-5789.75,-14363.37,THERMAL ROAD,BROMBOROUGH,,,CH62 4YB
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PARITY COMPUTERS LTD,,000663100007A8,,,CARILLION 1ST & 2ND FLOORS,PORT CAUSEWAY,WIRRAL,MERSEYSIDE,CH62 4SZ,60500,01/08/2015,01/08/2015,-4862.65,-14363.37,THERMAL ROAD,BROMBOROUGH,,,CH62 4YB
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PARITY COMPUTERS LTD,,000663100007A8,,,CARILLION 1ST & 2ND FLOORS,PORT CAUSEWAY,WIRRAL,MERSEYSIDE,CH62 4SZ,60500,07/04/2015,07/04/2015,-3710.97,-14363.37,THERMAL ROAD,BROMBOROUGH,,,CH62 4YB
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PARKAGATE NURSERIES LTD,,000142000001B2,,,1B DIAL ROAD,BIRKENHEAD,WIRRAL,,CH42 0NQ,3750,01/11/2013,29/01/2014,-55.01,-55.01,KENSINGTON HOUSE,7 ROE LANE,SOUTHPORT,,PR9 9DT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PARTELL RETAIL LTD,,000417800030K7,,,UNIT 30K (1) CHERRY TREE CENTRE,GREENFIELD WAY,WALLASEY,WIRRAL,CH44 5XX,5100,01/04/2011,01/04/2012,-278.15,-278.15,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PEACOCKS STORES LTD (DISSOLVED),KPMG LLP,0006915B0025C5,,,"PEACOCKS AT 25, WELTON ROAD",BROMBOROUGH,WIRRAL,MERSEYSIDE,CH62 3PN,235000,10/08/2011,19/01/2012,-1341.59,-1341.59,ARLINGTON BUSINESS PARK,THEALE,READING,,RG7 4SD
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PEACOCKS STORES LTD(IN ADMIN),KPMG LLP,0006915B0025C5,,,"PEACOCKS AT 25, WELTON ROAD",BROMBOROUGH,WIRRAL,MERSEYSIDE,CH62 3PN,235000,19/01/2012,26/02/2012,-314.69,-314.69,C/O ALLSOP LLP,BUSINESS RATES,33 PARK PLACE,LEEDS,LS1 2RY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PETS AT HOME LIMITED,,0005313B0004D1,,,UNIT 4D JUNCTION ONE RETAIL PARK,BIDSTON LINK ROAD,WALLASEY,MERSEYSIDE,CH44 2HE,124000,09/01/2015,01/04/2015,-1515.99,-8516.99,EPSOM AVENUE,STANLEY GREEN TRADING ESTATE,HANDFORTH,CHESHIRE,SK9 3RN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PETS AT HOME LIMITED,,0005313B0004D1,,,UNIT 4D JUNCTION ONE RETAIL PARK,BIDSTON LINK ROAD,WALLASEY,MERSEYSIDE,CH44 2HE,124000,01/04/2015,01/04/2016,-6902.00,-8516.99,EPSOM AVENUE,STANLEY GREEN TRADING ESTATE,HANDFORTH,CHESHIRE,SK9 3RN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PETS AT HOME LIMITED,,0005313B0004D1,,,UNIT 4D JUNCTION ONE RETAIL PARK,BIDSTON LINK ROAD,WALLASEY,MERSEYSIDE,CH44 2HE,124000,01/04/2016,01/04/2017,-99.00,-8516.99,EPSOM AVENUE,STANLEY GREEN TRADING ESTATE,HANDFORTH,CHESHIRE,SK9 3RN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PIERHEAD HOUSING ASSOCIATION ,LIMITED,00026300012002,,,120 CHESTER STREET,BIRKENHEAD,MERSEYSIDE,,CH41 5DL,6100,01/04/2011,13/03/2012,-1984.58,-1984.58,9TH FLOOR WELLINGTON BUILDINGS,THE STRAND,LIVERPOOL,,L2 0PP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,POLYMARK (GB) LTD,,0004075A0001A6,,,UNITS 1-4 CASHEL ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1DY,11500,01/04/2011,01/03/2012,-421.76,-421.76,14 SOPWITH WAY,DRAYTON FIELDS,DAVENTRY,NORTHANTS,NN11 8PB
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PORTAL BUSINESS CENTRES LTD,,000617300018B6,,,UNIT 18B AT 1 THURSBY ROAD,WIRRAL,MERSEYSIDE,,CH62 3PW,2850,11/06/2015,01/12/2015,-156.35,-156.35,DALLAM COURT,DALLAM LANE,WARRINGTON,,WA2 7LT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PRIMESIGHT LTD,,00029060141501,,,AD RIGHT (MAIDEN 1415) GABLE END,65-69 OLD CHESTER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 9AW,930,01/04/2014,01/04/2015,-0.02,-0.02,UNIT 9 WESPOINT ENTERPRISE PARK,CLARENCE AVENUE,TRAFFORD PARK,MANCHESTER,M17 1QS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PRIMESIGHT LTD,,000020800441A6,ADV RIGHT (ARTHUR MAIDEN),BETWEEN 441-451,BOROUGH ROAD,BIRKENHEAD,MERSEYSIDE,,CH42 0HA,2175,01/04/2015,17/11/2015,-87.00,-87.00,UNIT 9 WESPOINT ENTERPRISE PARK,CLARENCE AVENUE,TRAFFORD PARK,MANCHESTER,M17 1QS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PRIMESIGHT LTD,,00002080044101,ADV RIGHT (MAIDEN 2960),BETWEEN 441-451,BOROUGH ROAD,BIRKENHEAD,MERSEYSIDE,,CH42 0HA,4300,01/04/2015,17/11/2015,-172.00,-172.00,UNIT 9 WESPOINT ENTERPRISE PARK,CLARENCE AVENUE,TRAFFORD PARK,MANCHESTER,M17 1QS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,"PRIMESIGHT LTD,",,000209400379A8,,,AD RIGHT (MAIDEN 2374) GABLE END,379 NEW CHESTER ROAD,BIRKENHEAD,MERSEYSIDE,CH42 1LB,930,01/04/2014,01/04/2015,-0.02,-0.02,UNIT 9 WESPOINT ENTERPRISE PARK,CLARENCE AVENUE,TRAFFORD PARK,MANCHESTER,M17 1QS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,"PRIMESITE LTD,C/O COLLIERS ",INTERNATIONAL UK PLC,000020800404A6,ADV RIGHT (MAIDEN 2565) GABLE,END OF 404-408,BOROUGH ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 2UW,1225,01/04/2010,27/10/2010,-216.75,-482.17,UNIT 9 WESPOINT ENTERPRISE PARK,CLARENCE AVENUE,TRAFFORD PARK,MANCHESTER,M17 1QS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,"PRIMESITE LTD,C/O COLLIERS ",INTERNATIONAL UK PLC,000020800404A6,ADV RIGHT (MAIDEN 2565) GABLE,END OF 404-408,BOROUGH ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 2UW,1225,01/04/2011,01/04/2011,-265.42,-482.17,UNIT 9 WESPOINT ENTERPRISE PARK,CLARENCE AVENUE,TRAFFORD PARK,MANCHESTER,M17 1QS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PRIORY WHARF MANAGEMENT CO LTD,,0002632A0001A2,,,THE GATEHOUSE PRIORY WHARF,CHURCH STREET,BIRKENHEAD,MERSEYSIDE,CH41 5EG,3200,01/04/2015,01/04/2016,-154.00,-154.00,C/O KEPPIE MASSIE,ALABAMA HOUSE,6 RUMFORD PLACE,LIVERPOOL,L13 9BY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PROLINE MECHANICAL LTD,,000743700011A5,,,11 GRANGE ROAD,WEST KIRBY,WIRRAL,MERSEYSIDE,CH48 4DY,8400,01/04/2015,08/01/2016,-581.12,-581.12,CRAVEN COURT,2 BRITANNIA ROAD,SALE,CHESHIRE,M33 2AA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PROXIM - AD LTD C/O,PEEL PROPERTY INVESTMENTS LTD,0003718A001205,,,12 WOODSIDE BUSINESS PARK,SHORE ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1EP,6600,05/12/2016,01/04/2017,-95.96,-95.96,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,,M17 8PL
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PYEWACKET LTD,,000044000055A4,,,55-57 CHRISTCHURCH ROAD,BIRKENHEAD,WIRRAL,,CH43 5SF,7200,01/04/2012,01/09/2012,-51.37,-51.37,55-57 CHRISTCHURCH ROAD,BIRKENHEAD,,,CH43 5SF
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PYJAMA FACTORY LTD,,0002804B006202,,,62 APPIN ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 9HH,6500,01/04/2015,25/03/2016,-4.97,-4.96,62 APPIN ROAD,BIRKENHEAD,,,CH41 9HH
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,R & J MOTOR VEHICLE REPAIRS LTD,,000625600009CB,,,ROBERT BARNES & JOHN NORMAN,DAWPOOL DRIVE,WIRRAL,MERSEYSIDE,CH62 6DE,2325,01/04/2011,01/04/2012,-123.61,-123.61,DAWPOOL GARAGES,DAWPOOL DRIVE,BROMBOROUGH,MERSEYSIDE,CH62 6DE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RANGOLD LTD,T/A TEMPTATION,0003601001860A,,,STALL P3 MARKET HALL,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 4YJ,6200,01/04/2012,01/04/2013,-34.00,-34.00,STALL P3 MARKET HALL,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2YH
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,REGENDA HOMES LIMITED,,00002640000707,,,7 HOLT HILL,BIRKENHEAD,MERSEYSIDE,,CH41 9DQ,1325,27/04/2011,13/02/2012,-75.24,-75.24,C/O THE REGENDA GROUP,REGENDA HOUSE,ENTERPRISE BUSINESS PARK,HORWICH BOLTON,BL6 6PQ
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RICHARD WARWICK DEVELOPMENTS LTD,,00075140010505,,,105 BANKS ROAD,WEST KIRBY,WIRRAL,,CH48 0RB,6300,03/02/2012,03/02/2012,-38.59,-52.77,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RICHARD WARWICK DEVELOPMENTS LTD,,00075140010505,,,105 BANKS ROAD,WEST KIRBY,WIRRAL,,CH48 0RB,6300,01/11/2011,01/02/2012,-14.18,-52.77,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ROPED ACCESS T S LTD,,0001838A0004DD,,,BAY 1 UNIT 4D ODYSSEY CENTRE,CORPORATION ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1HB,1750,01/04/2011,01/04/2012,-173.82,-173.82,FLAT 1 WELLINGTON COURT,WELLINGTON ROAD,WALLASEY,MERSEYSIDE,CH45 2NF
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ROYAL BANK OF SCOTLAND,,0003092001090B,,,107-109 MOUNT ROAD,BIRKENHEAD,MERSEYSIDE,,CH42 6RE,9100,01/04/2015,08/10/2015,-354.57,-354.57,C/O GVA BILFINGER,PO BOX 6079,WOLVERHAMPTON,,WV1 9RA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ROYAL BRITISH LEGION,,00054100003106,,,JUBILEE HALL,PASTURE ROAD,WIRRAL,MERSEYSIDE,CH46 7TG,2950,01/04/2015,11/03/2016,-83.45,-83.45,HAIG HOUSE,199 BOROUGH HIGH STREET,LONDON,,SE1 1AA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SANDSIDE ASSOCIATES LTD,,00026660008608,,,86-86A GRANGE ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 6DY,28750,01/07/2016,01/09/2016,-1151.22,-1151.22,60-61 MARINE PROMENADE,NEW BRIGHTON,WIRRAL,,CH45 2JS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SANICLAD HYGENIC WALLS &,CEILINGS LIMITED,0006173C0019B9,,,19 CARROCK ROAD,WIRRAL,MERSEYSIDE,,CH62 3RA,6200,01/04/2012,01/02/2013,-15.03,-15.03,4 GRISEDALE ROAD,BROMBOROUGH,WIRRAL,,CH62 3QD
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SAYERS THE BAKERS LIMITED,,0002608000240B,,,24 BOROUGH PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2XX,39000,01/04/2016,04/12/2016,-1421.28,-1421.28,SIDNEY STREET,BOLTON,LANCS,,BL3 6BG
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SCOTTISH & SOUTHERN ENERGY PLC,,000263600003AB,,,1ST FLR SURGERIES AT,3 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6ND,9100,08/07/2011,03/09/2011,-2885.25,-3300.05,BUILDING ONE EASTERN BUS. PARK,WERN FAWR LANE,ST MELLONS,CARDIFF,CF3 5EA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SCOTTISH & SOUTHERN ENERGY PLC,,000263600003AB,,,1ST FLR SURGERIES AT,3 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6ND,9100,01/04/2012,01/04/2012,-414.80,-3300.05,BUILDING ONE EASTERN BUS. PARK,WERN FAWR LANE,ST MELLONS,CARDIFF,CF3 5EA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SEMENTINA BUSINESS INC,,0004451A00180A,,,18 WHEATLAND BUSINESS PARK,WHEATLAND LANE,WALLASEY,MERSEYSIDE,CH44 7ER,13500,01/04/2012,01/11/2012,-2557.90,-2557.90,PLACE DE L'ANCIEN PORT 8,PO BOX 665,1800 VEVEY 1,SWITZERLAND,******
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SENAR PRECISION ENGINEERING LTD,,000191800296F6,,,337-339 CLEVELAND STREET,BIRKENHEAD,WIRRAL,,CH41 8EG,29250,01/04/2015,01/04/2016,-194.48,-194.48,118 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,,CH41 3QP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SERVICE REALITY LTD,,000736500009B5,,,9A THE QUADRANT,WIRRAL,MERSEYSIDE,,CH47 2EE,3150,01/04/2016,30/05/2016,-52.48,-52.48,37 STEADE ROAD,SHEFFIELD,,,S7 1DS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SIXTIES LTD,,00027200003009,,,30 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,13250,02/11/2012,14/01/2013,-112.50,-112.50,C/O SLOANE & CO (MR S KAYNE),GRANITE BUILDING,6 STANLEY STREET,LIVERPOOL,L1 6AF
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SMITH & SONS,,00034450052303,,,523 PENSBY ROAD,THINGWALL,WIRRAL,MERSEYSIDE,CH61 7UQ,7000,01/04/2012,27/04/2012,-88.63,-88.63,51-52,HAMILTON SQUARE,BIRKENHEAD,,CH41 5BN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,T SULLIVAN ENGINEERING LTD,,0004451A002906,,,28 & 29 WHEATLAND BUSINESS PARK,WHEATLAND LANE,WALLASEY,MERSEYSIDE,CH44 7ER,12750,13/08/2010,14/02/2011,-21.57,-21.57,UNIT 6 NEW WAY BUSINESS CENTRE,OAKDALE ROAD,WALLASEY,MERSEYSIDE,CH44 7HT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TAKE OUT BRANDS 3 LTD,,000525500052A8,,,52 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NW,13500,01/04/2016,13/06/2016,-3.20,-3.20,FOX PARK BARN,NEWTON LE WILLOWS,BEDALE,N YORKS,DL8 1RZ
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TANDOORI MAHAL UK LTD,,00042200002402,,,24-26 KING STREET,WALLASEY,MERSEYSIDE,,CH44 8AU,4450,01/04/2012,01/04/2013,-402.50,-820.42,"TANDOORI MAHAL, 24-26",KING STREET,WALLASEY,MERSEYSIDE,CH44 8AU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TANDOORI MAHAL UK LTD,,00042200002402,,,24-26 KING STREET,WALLASEY,MERSEYSIDE,,CH44 8AU,4450,01/04/2011,01/04/2012,-417.93,-820.42,"TANDOORI MAHAL, 24-26",KING STREET,WALLASEY,MERSEYSIDE,CH44 8AU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE POLICE & CRIME COMMISIONER,FOR MERSEYSIDE,00038100005703,,,POLICE STATION,LAIRD STREET,BIRKENHEAD,MERSEYSIDE,CH41 7AJ,8900,01/04/2016,08/07/2016,-996.04,-996.04,THE FACILITIES MANAGEMENT DEPT,POLICE HEADQUARTERS,CANNING PLACE,LIVERPOOL,L1 8JX
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE POLICE & CRIME COMMISIONER,FOR MERSEYSIDE,0004070A00290A,,,POLICE STATION,CHADWICK STREET,WIRRAL,MERSEYSIDE,CH46 7TE,11000,01/04/2016,11/07/2016,-1190.78,-1190.78,THE FACILITIES MANAGEMENT DEPT,POLICE HEADQUARTERS,CANNING PLACE,LIVERPOOL,L1 8JX
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE POLICE & CRIME COMMISIONER,FOR MERSEYSIDE,00073660000104,,,POLICE STATION,QUEENS ROAD,WIRRAL,MERSEYSIDE,CH47 2AG,21750,01/04/2003,01/04/2004,-0.01,-2502.42,THE FACILITIES MANAGEMENT DEPT,POLICE HEADQUARTERS,CANNING PLACE,LIVERPOOL,L1 8JX
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE POLICE & CRIME COMMISIONER,FOR MERSEYSIDE,00073660000104,,,POLICE STATION,QUEENS ROAD,WIRRAL,MERSEYSIDE,CH47 2AG,21750,01/04/2016,08/07/2016,-2502.41,-2502.42,THE FACILITIES MANAGEMENT DEPT,POLICE HEADQUARTERS,CANNING PLACE,LIVERPOOL,L1 8JX
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE ROYAL BRITISH LEGION,,000541000031B7,,,MORETON ROYAL BRITISH LEGION,PASTURE ROAD,WIRRAL,MERSEYSIDE,CH46 7TG,15500,19/05/2015,11/03/2016,-438.45,-438.45,199 BOROUGH HIGH STREET,LONDON,,,SE1 1AA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TIFFANY RETAIL LTD,,00042810012202,,,122 MILL LANE,WALLASEY,MERSEYSIDE,,CH44 3BL,2500,01/04/2013,01/04/2014,-80.00,-80.00,,,,,
