Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Other Telephone Costs-UKTI (BIS) Devolved Admin,Chief Operating Officer - Strategy & Human Resources,VODAFONE LTD,21651,15.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Mobile Line Rental-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,VODAFONE LTD,21790,12.69,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,VODAFONE LTD,21806,15.88,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,ADECCO UK LTD,21856,895.4,,B37 7YE,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Stationery-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,BANNER BUSINESS SERVICES LTD,21954,286.57,,NR3 1QU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Internal Training-UKTI Programme Admin,Chief Operating Officer - Chief Operating Officer,"Personal Expense, Name Witheld",22033,30,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",22086,3.1,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",22087,8.12,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",22087,47.43,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",22087,8.89,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",22088,10,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",22088,12.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Other ICT Costs-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,DAISY COMMUNICATIONS LTD,22121,68.76,,BB9 5SR,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Taxi Services-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Head DSO Office,COMPUTER CAB plc,22133,222.86,,W10 6AU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Mobile Phones-UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development",VODAFONE LTD,21716,25.1,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Mobile Phones-UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development",VODAFONE LTD,21718,23.08,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Stationery-UKTI (BIS) Devolved Admin,Investment Development - Strategy & Policy,BANNER BUSINESS SERVICES LTD,21721,91.72,,NR3 1QU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Mobile Phones-UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development",VODAFONE LTD,21722,16.4,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Professional Subscriptions-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",22183,108,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,ADECCO UK LTD,22223,1067.62,,B37 7YE,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,ADECCO UK LTD,22230,946.79,,B37 7YE,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,ADECCO UK LTD,22232,1003.37,,B37 7YE,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Rail Travel Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",22270,10.76,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Taxi Services Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",22270,60.71,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",22270,63.57,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",22270,34,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",22271,20.25,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",22271,70,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",22271,65.1,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Other Travel-UKTI (BIS) Devolved Admin,"Strategic Trade - Middle-East, Russia, Turkey & Africa","Personal Expense, Name Witheld",22272,85,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Other Travel-UKTI (BIS) Devolved Admin,"Strategic Trade - Middle-East, Russia, Turkey & Africa","Personal Expense, Name Witheld",22272,17.8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Other Travel-UKTI (BIS) Devolved Admin,"Strategic Trade - Middle-East, Russia, Turkey & Africa","Personal Expense, Name Witheld",22273,8.8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Hospitality - Overseas-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",22274,19.49,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Rail Travel Overseas-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",22274,33.06,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Hotel & Accommodation Overseas-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",22274,545.49,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",22274,8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",22274,30,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",22274,13.57,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",22274,34,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Motor Vehicle Hire-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,Department of Energy & Climate Change,22284,339.37,,YO1 7PX,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Motor Vehicle Hire-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,Department of Energy & Climate Change,22284,23.62,,YO1 7PX,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Motor Vehicle Hire-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,Department of Energy & Climate Change,22284,63.8,,YO1 7PX,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Motor Vehicle Hire-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,Department of Energy & Climate Change,22286,170.16,,YO1 7PX,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Motor Vehicle Hire-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,Department of Energy & Climate Change,22286,13.03,,YO1 7PX,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Motor Vehicle Hire-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,Department of Energy & Climate Change,22286,31.99,,YO1 7PX,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Motor Vehicle Hire-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,Department of Energy & Climate Change,22287,480,,YO1 7PX,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",22288,135,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Taxi Services Overseas-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",22288,10.51,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Hotel & Accommodation Overseas-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",22288,427.58,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",22288,8.5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",22288,41.96,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",22288,57.77,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Stationery-UKTI (BIS) Devolved Admin,"Trade Development - Managing Director, Trade Development",BANNER BUSINESS SERVICES LTD,22289,91.98,,NR3 1QU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,10/02/2014,Other ICT Costs-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,FUJITSU SERVICES LTD,22309,1452.37,,WA3 9BD,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/02/2014,Other Telephone Costs-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,VODAFONE LTD,20903,15.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/02/2014,Hotel & Accommodation Overseas-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia",BRITISH CHAMBER OF COMMERCE IN INDONESIA,22023,90.81,,12920,VENDOR,,,Administration
