DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ControlDate,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_kg,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation,NotAcceptable2,ReasonForRefusal,DecsionControlDate,NumberOfConsignments
2017-07-03,2017,Q3,Jul,3,2017-07,,JP,Felixstowe P,JP,Japan,GB,GB,19049010,Obtained from rice,10,80,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2968,11872,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2448,12240,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2392,11960,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),57,372,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,1700,15300,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,JP,Heathrow,JP,Japan,GB,GB,7095990,Other,8,0.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,IE,IE,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,13728,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,12096,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,12480,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Satisfactory,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,London Gateway,EG,Egypt,GB,GB,8061010,Table grapes,1236,12360,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RIFAMYCINES (ANSAMYCINE),satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,12480,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,US,Felixstowe P,US,United States,GB,GB,8025100,In shell,20,19958,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,AU,Southampton P,AU,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,10,40.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,AU,Southampton P,AU,China,GB,GB,9023000,Black tea (fermented) and partly fermented tea in immediate packings of a content not exceeding 3|kg,5,9,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,EG,London Gateway,EG,Egypt,GB,GB,8061010,Table grapes,2496,13728,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,IN,London Gateway,IN,India,GB,GB,200819,Other than 2008 11 including mixtures,80,800,Human consumption,Not Satisfactory,no,2. Destruction,Not Done,Not Done,No,-,-,-,destruction,1. Absence/Invalid certificate (if applicable),,1
2017-07-03,2017,Q3,Jul,3,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,20,18500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,1600,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,960,24000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-03,2017,Q3,Jul,3,2017-08,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,12480,Human consumption,Satisfactory,no,2. Destruction,Satisfactory,Not Satisfactory,Yes,Teflubenzuron,notsatisfactory,-,destruction,4. Chemical contamination,,1
2017-07-03,2017,Q3,Jul,3,2017-08,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,12480,Human consumption,Satisfactory,no,2. Destruction,Satisfactory,Not Satisfactory,Yes,Teflubenzuron,notsatisfactory,-,destruction,6. Other create RASFF notification,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),3,115,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,20089999,Other,6400,10400,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Stansted,TR,Turkey,GB,GB,7096010,Sweet peppers,185,925,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,11136,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,10392,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12384,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,12480,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),7,210,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),155,775,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,IN,Gatwick,IN,India,GB,GB,7099990,Other,1150,5191,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),12,97.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),250,1250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),19,1026,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),450,675,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),122,610,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,London Gateway,EG,Egypt,GB,GB,8061010,Table grapes,2426,13598,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),570,2640,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,London Gateway,EG,Egypt,GB,GB,8061010,Table grapes,2392,11960,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,London Gateway,EG,Egypt,GB,GB,8061010,Table grapes,2392,11960,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,20085098,Of less than 5|kg,8325,8159,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,150,600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,DO,Gatwick,DO,Dominican Republic,GB,GB,7082000,Beans (Vigna spp. Phaseolus spp.),111,555,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,1700,15300,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,JP,Felixstowe P,JP,Japan,GB,GB,19059090,Other,50,98,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,JP,Felixstowe P,JP,Japan,GB,GB,19059090,Other,30,43.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,CN,Heathrow,CN,China,GB,GB,7049090,Other,307,1749.9,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,155,930,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,7500,37500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,7500,37500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,7500,37500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,6720,18063.36,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,2808,19656,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,3960,10644.48,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,250,1100,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,Heathrow,EG,Egypt,GB,GB,8061010,Table grapes,810,3240,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8042090,Dried,200,1920,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),300,1500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),75,446,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,Felixstowe P,EG,Egypt,NL,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,London Gateway,EG,Egypt,GB,GB,8061010,Table grapes,2400,13200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,JP,Southampton P,JP,Japan,GB,GB,12081000,Of soya beans,17,61.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,JP,Southampton P,JP,Japan,GB,GB,21031000,Soya sauce,17,61.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,JP,Felixstowe P,JP,Japan,GB,GB,19059090,Other,179,331.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8042090,Dried,600,7200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,7108051,Sweet peppers,2000,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,IE,IE,80620,Dried,5040,63000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,IE,IE,80620,Dried,5040,63000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,IE,IE,80620,Dried,5040,63000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,1500,15000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,300,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,JP,Southampton P,JP,Japan,GB,GB,10063092,Round grain,16,12115,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,JP,Southampton P,JP,Japan,GB,GB,10063092,Round grain,4,2900,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,1120,14000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,160,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,320,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8022200,Shelled,320,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,20081919,Other,160,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,20081919,Other,240,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,20081919,Other,240,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,200799,Other than 2007 10 2007 91.,150,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,400,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,160,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,800,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,1680,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,1680,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,JP,Felixstowe P,JP,Japan,GB,GB,21041000,Soups and broths and preparations therefor,20,400,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,EG,London Gateway,EG,Egypt,GB,GB,8061010,Table grapes,2400,13200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,JP,Southampton P,JP,Japan,GB,GB,20059100,Bamboo shoots,80,1440,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,caesium-134,satisfactory,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,JP,Southampton P,JP,Japan,GB,GB,20059100,Bamboo shoots,80,1440,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,caesium-137,satisfactory,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,20089949,Other,1026,2052,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,440,11000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,IN,Felixstowe P,IN,India,GB,GB,7099990,Other,2601,15495,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8042090,Dried,1144,6864,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,JP,Felixstowe P,JP,Japan,GB,GB,19049010,Obtained from rice,182,873.6,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,caesium-134,satisfactory,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,JP,Felixstowe P,JP,Japan,GB,GB,19049010,Obtained from rice,182,873.6,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,caesium-137,satisfactory,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,JP,Felixstowe P,JP,Japan,GB,GB,19049010,Obtained from rice,182,873.6,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,microbiological,satisfactory,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,IN,Felixstowe P,IN,India,GB,GB,12074090,Other,160,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-04,2017,Q3,Jul,4,2017-07,,IN,Felixstowe P,IN,India,GB,GB,12074090,Other,160,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
