Department Family,Entity,Transaction Date,Name,Description,Description,Description,Transaction Reference,Base Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,MILEAGE PAYMENTS,PLANNING & LOCAL AUTH LIAISON,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000193491,61.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2012,CURR YR ADD-INTNGBLE INFO TECH,PLANNING & LOCAL AUTH LIAISON,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000193086,376.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,CURR YR ADD-INTNGBLE INFO TECH,PLANNING & LOCAL AUTH LIAISON,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000193329,1896.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/08/2012,CURR YR ADD-INTNGBLE INFO TECH,PLANNING & LOCAL AUTH LIAISON,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000193529,130.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2012,CHILDCARE VOUCHERS,PLANNING & LOCAL AUTH LIAISON,PERSONNEL RLTD-STAFF CHILDCARE,COMPUTERSHARE VOUCHER SER,0000192985,243.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2012,CONSULTANCY,PLANNING & LOCAL AUTH LIAISON,PROF SER CNSLTNCY-PROP/CNSTRCN,ANTHONY NORTHCOTE PLANNIN,0000192963,404.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/08/2012,CONSULTANCY,PLANNING & LOCAL AUTH LIAISON,PROF SER CNSLTNCY-PROP/CNSTRCN,ANTHONY NORTHCOTE PLANNIN,0000193223,808.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2012,HOTEL ACCOMMODATION,PLANNING & LOCAL AUTH LIAISON,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000193064,381.09
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,HOTEL ACCOMMODATION,PLANNING & LOCAL AUTH LIAISON,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000193066,188.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,FARES - RAIL,PLANNING & LOCAL AUTH LIAISON,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000193065,118.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,FARES - RAIL,PLANNING & LOCAL AUTH LIAISON,TRAVEL&EVENTS-RAIL,COMPANY BARCLAYCARD,0000193403,19.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,INCIDENTALS,PLANNING & LOCAL AUTH LIAISON,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000193403,15.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,INCIDENTALS,PLANNING & LOCAL AUTH LIAISON,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000193491,2.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/07/2012,MEMBERSHIP SUBSCRIPTIONS,PROCUREMENT,PERSONNEL RLTD-STAFF SUBSCRPTN,WOLTERS KLUWER (UK) LTD,0000192593,660.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/07/2012,PAYMENTS TO AGENCIES FOR TEMPS,PROCUREMENT,PROF SER TMP STFF-SPCLST CNTRT,INSIDE OUT RECRUITMENT LT,0000193084,6417.09
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/08/2012,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,CONSTRUCTION-CNSTRN SER PROVDR,PMC SURVEYS,0000193059,766.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/06/2012,RATES PAYABLE,PROPERTY MANAGEMENT & SALES,ENERGY&UTILITIES-ELECTRICITY,METHLEY ESTATES (HOLDINGS,0000192838,582.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,RESTRTN CLSED CLLRY STE-PROP,PROPERTY MANAGEMENT & SALES,FACILITIES - SECURITY,CRIMEFIGHTER ALARMS LTD,0000193004,2353.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,FACILITIES - SECURITY,WERNICK HIRE LIMITED,0000193099,79.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/08/2012,RENTS PAYABLE,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,NETWORK RAIL,0000193324,40.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/08/2012,RENTS PAYABLE,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,NETWORK RAIL,0000193325,912.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,CURR YR ADD-INTNGBLE INFO TECH,PROPERTY MANAGEMENT & SALES,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000193329,1896.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,209.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,499.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/08/2012,CONSULTANTS TECHNICAL,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,JMC ENGINEERING (UK) LTD,0000192881,2535.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/08/2012,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,JMC ENGINEERING (UK) LTD,0000192882,4286.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2012,LAND MANAGEMENT-ESTATES,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PROP/CNSTRCN,SMITHS GORE,0000192447,250.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,LAND MANAGEMENT-ESTATES,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PROP/CNSTRCN,SMITHS GORE,0000192997,-250.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,LAND MANAGEMENT-ESTATES,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PROP/CNSTRCN,SMITHS GORE,0000192998,150.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/08/2012,M/W FEASIBILITY STUDIES,PROPERTY MANAGEMENT & SALES,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000192893,39.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2012,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,PROF SER-ENVIRONMENTAL SRVICES,TILHILL  FORESTRY LIMITED,0000192859,2770.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/08/2012,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,PROF SER-ENVIRONMENTAL SRVICES,TILHILL  FORESTRY LIMITED,0000193437,2056.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/08/2012,LEGAL COSTS,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000192988,1115.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/08/2012,LEGAL COSTS,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,NABARRO LLP,0000192989,95.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/08/2012,LEGAL COSTS,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,ANDERSON STRATHERN,0000193207,657.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/07/2012,CONSULTANTS TECHNICAL,PROPERTY MANAGEMENT & SALES,PROF SER-OPERATIONAL SERVICES,VALUATION OFFICE AGENCY,0000192860,3750.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,LAND MANAGEMENT-ESTATES,PROPERTY MANAGEMENT & SALES,WASTE MANAGEMENT-WSTE MNGT SER,WERNICK HIRE LIMITED,0000193100,88.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/08/2012,RESTRTN CLSED CLLRY STE-PROP,PROPERTY MANAGEMENT & SALES,WASTE MANAGEMENT-WSTE MNGT SER,M T S CLEANSING SERVICES,0000193441,372.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/08/2012,COMMISSION CHARGES-E-COMMERCE,RECORDS STORAGE,PROF SER FNCL-BANKING&INVSTMNT,STREAMLINE,0000193200,56.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/07/2012,PAYMENTS TO AGENCIES FOR TEMPS,RECORDS STORAGE,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000192631,276.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,PAYMENTS TO AGENCIES FOR TEMPS,RECORDS STORAGE,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000192823,399.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2012,PAYMENTS TO AGENCIES FOR TEMPS,RECORDS STORAGE,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000193080,354.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,PAYMENTS TO AGENCIES FOR TEMPS,RECORDS STORAGE,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000193222,361.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/08/2012,PAYMENTS TO AGENCIES FOR TEMPS,RECORDS STORAGE,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000193430,318.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,PUBLICATIONS,RESEARCH & DEVELOPMENT,OPRTNL GOODS&SERV-DEVLPNG MTRL,COMPANY BARCLAYCARD,0000193414,64.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,FARES - RAIL,RESEARCH & DEVELOPMENT,TRAVEL&EVENTS-RAIL,COMPANY BARCLAYCARD,0000193414,7.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,INCIDENTALS,RESEARCH & DEVELOPMENT,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000193414,10.41
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,24 HOUR SUBSISTENCE ALLOWANCE,SHE/CDM,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193390,24.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,12 HOUR ALLOWANCE,SHE/CDM,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193390,6.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,24 HOUR SUBSISTENCE ALLOWANCE,SHE/CDM,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193407,32.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,12 HOUR ALLOWANCE,SHE/CDM,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193407,3.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,24 HOUR SUBSISTENCE ALLOWANCE,SHE/CDM,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193411,18.63
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,10 HRS + SUBSISTENCE,SHE/CDM,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193495,4.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/07/2012,SAFETY CLOTHING,SHE/CDM,OPRTNL GOODS&SERV-CLOTHING,ARCO LIMITED,0000192840,8.11
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/07/2012,SAFETY CLOTHING,SHE/CDM,OPRTNL GOODS&SERV-CLOTHING,ARCO LIMITED,0000192841,63.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,SAFETY CLOTHING,SHE/CDM,OPRTNL GOODS&SERV-CLOTHING,COMPANY BARCLAYCARD,0000193452,77.93
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/08/2012,SAFETY CLOTHING,SHE/CDM,OPRTNL GOODS&SERV-CLOTHING,ARCO LIMITED,0000193579,21.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/08/2012,SAFETY CLOTHING,SHE/CDM,OPRTNL GOODS&SERV-CLOTHING,ARCO LIMITED,0000193580,110.39
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/08/2012,CONSULTANCY,SHE/CDM,PROF SER-OPERATIONAL SERVICES,BRITISH SAFETY COUNCIL,0000193424,931.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/08/2012,CONSULTANCY,SHE/CDM,PROF SER-OPERATIONAL SERVICES,BRITISH SAFETY COUNCIL,0000193588,5085.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2012,HOTEL ACCOMMODATION,SHE/CDM,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000193064,146.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,HOTEL ACCOMMODATION,SHE/CDM,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000193066,129.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,HOTEL ACCOMMODATION,SHE/CDM,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000193066,78.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,INCIDENTALS,SHE/CDM,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000193390,16.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,INCIDENTALS,SHE/CDM,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000193453,8.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",JUNE STABLING COSTS,0000192961,1698.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",PAYMENT FOR CONSEQUENTIAL,0000193145,194.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",UPFRONT PERCENTAGE FOR RE,0000193146,1200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",SECTION 8 REPAIRS,0000193224,7100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",COMPANY BARCLAYCARD,0000193392,101.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",CROP LOSS,0000193427,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",COMPENSATION FOR DAMAGED,0000193450,60.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",JULY STABLING COSTS,0000193456,3195.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",DAMAGE TO FIELD MARGINS,0000193516,400.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",COMPENSATION PAYMENT (EAS,0000193555,335.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",COMPENSATION PAYMENT (WES,0000193556,186.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",REIMBURSE SECTION 8 WORKS,0000193559,50000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",VALUATION ON 11 NORTH VIE,0000193560,90.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",PAYMENT FOR CONSEQUENTIAL,0000193561,2487.51
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",VALUATION ON 12 SOUTHVIEW,0000193562,90.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",STRUCTURAL SURVEY AT 12 R,0000193563,390.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",VALUATION ON 11 SOUTH VIE,0000193564,90.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",REIMBURSEMENT FOR FUEL PA,0000193605,62.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/08/2012,CNTRCTR & CLAIM CSTS-BRDGEWATR,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,THE BRIDGEWATER CANAL CO,0000193034,1612.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,PMC SURVEYS,0000193040,784.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,PMC SURVEYS,0000193041,981.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,PMC SURVEYS,0000193042,1379.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,PMC SURVEYS,0000193043,1687.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,PMC SURVEYS,0000193044,710.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,PMC SURVEYS,0000193045,1471.93
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000193147,99.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000193153,99.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000193154,99.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000193156,74.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000193159,74.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000193530,144.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000193531,77.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/07/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000192937,1440.87
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/07/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000192938,1671.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/07/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000192939,1411.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/07/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000192940,1411.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/07/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000192941,1411.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/07/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000192942,1411.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/07/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000192943,1411.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/07/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000192947,1178.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/07/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000192949,1215.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/07/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000192950,1215.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000192954,1411.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2012,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,PAUL EVANS SURVEYING LTD,0000193028,4074.97
