ExtractDate,PublisherURI,PublisherLabel,OrganisationURI,OrganisationLabel,CaseReference,CaseURL,CaseDate,ServiceTypeURI,ServiceTypeLabel,ClassificationURI,ClassificationLabel,CaseText,LocationText,DecisionTargetDate,Status,CoordinateReferenceSystem,GeoX,GeoY,GeoPointLicensingURL,DecisionDate,Decision,DecisionType,DecisionNoticeDate,AppealRef,AppealDecisionDate,AppealDecision,GeoAreaURI,GeoAreaLabel,GroundArea,UPRN,Agent,PublicConsultationStartDate,PublicConsultationEndDate,ResponsesFor,ResponsesAgainst
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/72411,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14357,14/04/2010,http://id.esd.org.uk/service/487,Full planning applications,,,The erection of 2 canopies,"Park View Infant School, Pinkerton Road, Basingstoke Hampshire RG22 6RT",10/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,25/05/2010,,,,,,53,,"Property, Business and Regulatory Services",,12/08/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/72376,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14358,14/04/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a new single storey stand alone 40 place Private Pre School and external works.,"Rucstall Cp School, Holbein Close, Basingstoke Hampshire RG21 3EX",07/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,01/06/2010,,,,,,1661,,"Property, Business & Regulatory Services",,28/09/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00916/HCC3S,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14361,16/04/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a new stand alone single storey 26 place Private Pre School and associated external works,"Halterworth County Primary School, Halterworth Lane, Romsey, Hampshire SO51 9AD",16/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,18/06/2010,,,,,,952,,"Property, Business & Regulatory Services",,25/10/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00998/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14362,16/04/2010,http://id.esd.org.uk/service/487,Full planning applications,,,"Double temporary classroom for educational use by the site school, and 2 additional car parking spaces due to the increase in staffing numbers","Weeke Cp School, Stoney Lane, Winchester, Hampshire SO22 6DR",11/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,11/06/2010,,,,,,188,,"Property, Business & Regulatory Services",,18/05/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/01033/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14368,14/04/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6024,Q41 Oil and gas (CPS 10-12),Removal of temporary office and demolition of existing ancillary office (64.8sqm) and replacement with new offices,"Larkwhistle Farm Well site, Off A279, Crawley Down, Winchester",15/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,12/07/2010,,,,,,1093,,Star Energy  Ltd,,20/05/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00926/CMAS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14369,21/04/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),"Consolidation application for the continued operation and use of site for mixed development comprising: (i) the importation, storage and distribution of land won aggregates, marine dredged aggregates, secondary aggregates and bagged cement, (ii) the recycling of  construction and demolition wastes and soils, (iii) retention of all existing buildings and structures including offices, workshop, storage building and weighbridge, (iv) ancillary HCV lorry parking, (v) skip storage, (vi) concrete mixing plant and associated block moulds","Lee Lane, Nursling",16/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Withdrawn,,13/09/2010,,,,,,18368,,Stephen Bowley Planning Consultancy,,21/05/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,P/10/0400/MW,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14373,23/04/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6023,Q60 Minerals (CPS 1-9 and 13-22),Proposed portacabin to be used as a Visitor Centre,"Raymond Brown Minerals & Recycling Ltd, Rookery Farm Landfill & Recycling, Botley Rd, Fareham Hampshire SO31 1BL",25/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,23/06/2010,,,,,,16,,Raymond Brown,,01/06/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00267/HCC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14374,23/04/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a new single storey 40 place stand alone Private Pre School  and external works.,"Fernhill School & Language College, Neville Duke Road, Farnborough Hampshire GU14 9BY",18/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,16/06/2010,,,,,,1140,,"Property, Business & Regulatory Servics",,11/11/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,20661/044,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14375,23/04/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),"The construction of an anaerobic digester including lagoons, feed stock handling building and gas conditioning plant on the existing brickworks site and adjacent land to enable the production of sufficient biomethane to supply all the energy that the brickworks require","The Selborne Brickworks, Honey Lane, Selborne, Alton, Hampshire GU34 3BS",18/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Withdrawn,,03/08/2010,,,,,,20462,,Alexandra Bates,,25/05/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00284/HCC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14376,27/04/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Provision of one Single Modular Temporary Classroom for a period of 4 years up to 31st August 2015,"The Samuel Cody School, Lynchford Road, Farnborough Hampshire GU14 6BJ",22/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,10/06/2010,,,,,,67,,"Property, Business & Regulatory Services",,02/06/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/01134/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14377,27/04/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Provision of one Double Modular Temporary Classroom with WCs for a period of 4 years up to 31st August 2014,"St Bede C Of E Primary School, Gordon Road, Winchester, Hampshire SO23 7DD",29/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,29/06/2010,,,,,,103,,"Property, Business & Regulatory Services",,10/06/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/95627,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14378,28/04/2010,http://id.esd.org.uk/service/487,Full planning applications,,,"Demolition of the existing School Site House, with change of use on the land from domestic to Educational following demolition","Applemore College, Roman Road, Dibden Purlieu, Southampton SO45 4RQ",23/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,25/06/2010,,,,,,457,,"Property, Business & Regulatory Services",,02/06/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/01128/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14379,29/04/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Variation of conditions 2 and  3 of Planning permission 08/02657/HCS to allow processing of gypsum from waste plasterboard,"Four Dell Farm, Otterbourne, Winchester, Hampshire SO21 2DY",24/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,08/10/2010,,,,,,7132,,Jon & Geoff Venn,,02/02/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/10/67253,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14381,05/05/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Proposed fenced multi use games area (MUGA) as an all year sports surface with access path and storage container for sports equipment,"Shamblehurst Primary School, Wildern Lane, Hedge End, Southampton SO30 4EJ",13/07/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/07/2010,,,,,,2228,,"Property, Business and Regulatory Services",,26/10/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/01141/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14382,28/04/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Infilling of a pond area,"Gunstock Farm, Northside Lane, Bishops Sutton,  Alresford, Hants SO24 9SR",30/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,29/06/2010,,,,,,2952,,Michael Warren Associates Ltd,,09/06/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/01043/HCC3S,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14384,05/05/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a new single storey 40 place Private Pre School and external works,"North Baddesley Infant School, Botley Road, North Baddesley, Southampton SO52 9EE",30/06/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,29/06/2010,,,,,,1165,,"Property, Business & Regulatory Services",,04/06/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/01149/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14385,06/05/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Provision of one Double Modular Temporary Classroom with WCs for a period of 4 years up to 31st August 2014,"St Bede C Of E Primary School, Gordon Road, Winchester, Hampshire SO23 7DD",01/07/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,29/06/2010,,,,,,147,,"Property, Business & Regulatory Services",,04/06/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/72563,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14386,06/05/2010,http://id.esd.org.uk/service/487,Full planning applications,,,"Installation of new DDA compliant pedestrian ramped footpath to replace existing path and steps,  tree and hedge planting to replace removed vegetation","Rucstall Cp School, Holbein Close, Basingstoke Hampshire RG21 3EX",07/07/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/07/2010,,,,,,1328,,Mrs Tina Carnell,,13/08/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,APP/10/00141,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14387,06/05/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6023,Q60 Minerals (CPS 1-9 and 13-22),Waste management facility and ancillary cement silo,"Farlington Redoubt, Portsdown Hill Road, Portsmouth PO6 1BW",05/07/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,18/05/2011,,,,,,13885,,WYG,,10/06/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,APP/10/00201,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14392,21/05/2010,http://id.esd.org.uk/service/487,Full planning applications,,,New Mini Games Area to existing primary school,"Morelands Primary School, Crookhorn Lane, Waterlooville, Hampshire PO7 5QL",16/07/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,15/07/2010,,,,,,740,,RPS,,23/06/2010,,
