Date of Payment,Expense type,Expense Area,Supplier,Transaction number,Amount,Department and Entity,Department and Entity
04/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100699975,6.74,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700084,7.24,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100699965,8.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100699969,8.38,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100699968,8.39,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100699990,9.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700355,9.17,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700358,9.17,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700172,9.30,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700170,10.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,SUPPORT SERVICES,EMPLOYEE EXPENSES,100700387,12.35,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,SUPPORT SERVICES,EMPLOYEE EXPENSES,100700384,12.50,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700196,13.30,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700370,19.22,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700197,20.04,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700373,21.50,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700098,23.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700370,23.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700363,23.99,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700110,24.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700367,24.00,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700084,26.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700351,28.30,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700204,28.70,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700195,28.75,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700017,28.96,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700206,29.00,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700094,29.00,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700175,29.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700369,29.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100699997,29.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100699997,29.45,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700113,32.23,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100699984,33.28,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700350,33.33,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700165,33.65,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700086,35.48,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700196,36.48,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700076,37.00,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700118,37.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700368,37.58,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700362,38.99,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700381,40.59,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700121,43.49,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700012,47.14,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700204,47.50,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100699987,59.16,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700116,63.35,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100700087,77.26,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100699973,0.77,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100699973,0.77,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699988,1.33,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100700073,1.53,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700173,1.58,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700173,1.58,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699975,1.75,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700197,1.90,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700195,1.92,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700083,2.20,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700112,2.25,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100699978,2.87,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700176,3.16,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699969,3.16,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700077,3.73,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700098,3.75,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700101,3.75,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700002,3.83,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700081,3.96,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100700010,4.32,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100699977,4.41,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699968,4.65,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100700383,4.74,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700169,4.79,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700185,4.79,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700353,4.99,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100700074,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100700082,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700075,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700366,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700012,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700373,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700355,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700116,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700208,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700375,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699987,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699972,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699989,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700117,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699998,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700377,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700201,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700019,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700097,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700092,5.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699983,5.12,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100700386,5.23,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700170,5.66,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700018,6.04,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699970,6.04,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700087,6.23,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700370,6.47,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699984,6.87,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700084,6.89,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700356,7.04,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700004,7.33,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700091,7.52,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700122,7.87,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700111,8.37,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700166,8.37,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100700011,8.56,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700368,8.83,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700023,9.45,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700000,10.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700378,10.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700379,10.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700380,10.00,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700188,10.00,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700189,10.00,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700190,10.00,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700071,10.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700021,10.90,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700022,10.90,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700358,11.13,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700005,11.29,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700100,11.47,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700180,11.65,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700351,11.79,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700171,12.14,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700381,13.04,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700076,13.87,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700193,14.45,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700204,14.63,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699976,15.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700363,16.03,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700016,16.18,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700100,17.10,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700180,19.87,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700194,20.00,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700198,20.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699965,20.00,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700118,20.85,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700365,21.87,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700015,24.58,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700172,24.75,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700374,25.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700357,28.16,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700020,28.62,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700376,30.00,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700200,30.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699966,34.27,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700020,34.87,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699999,40.00,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700071,43.34,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700095,50.65,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700373,50.83,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700003,58.13,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700355,66.32,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700015,70.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699972,70.01,United Kingdom Energy Authority,United Kingdom Energy Authority
